i,a,b,title,type,year,final,motivo,evidencia,flags
12403,Giveon,Justin Bieber,Peaches,feature,2021,SUSPEITA,possível duplicata,,dup_of_261
12404,Giveon,Drake,Chicago Freestyle,feature,2020,SUSPEITA,possível duplicata,,dup_of_262
12440,Lil Durk,Morgan Wallen,broadway girls,song,2021,SUSPEITA,possível duplicata (dup_of_545),,dup_of_545
12448,Latto,Cardi B,Put It on Da Floor Again,song,2023,SUSPEITA,possível duplicata (dup_of_279),,dup_of_279
12474,Ludacris,Mary J. Blige,Runaway Love,song,2006,SUSPEITA,possível duplicata (dup_of_5663),,dup_of_5663
12476,Ludacris,Fergie,Glamorous,song,2007,SUSPEITA,possível duplicata (dup_of_5756),,dup_of_5756
12514,Martin Garrix,Bebe Rexha,In the Name of Love,song,2015,SUSPEITA,possível duplicata (dup_of_312),,dup_of_312
12516,Martin Garrix,Bonn,High on Life,song,2018,SUSPEITA,possível duplicata (dup_of_3540),,dup_of_3540
12519,Anitta,Maluma,El Que Espera,song,2021,SUSPEITA,possível duplicata (dup_of_1709),,dup_of_1709
12524,Karol G,Maluma,Creeme,song,2017,SUSPEITA,possível duplicata (dup_of_11655),,dup_of_11655
12541,Jennifer Lopez,Bad Bunny,Te Guste,song,2021,SUSPEITA,possível duplicata (dup_of_11630),,dup_of_11630
12559,Camila Cabello,DaBaby,My Oh My,song,2019,SUSPEITA,possível duplicata (dup_of_357),,dup_of_357
12561,Tate McRae,Khalid,working,song,2021,SUSPEITA,possível duplicata (dup_of_361); título genérico,,dup_of_361
12571,Ellie Goulding,Diplo,Close to Me,song,2019,SUSPEITA,possível duplicata (dup_of_5677),,dup_of_5677
12586,Anne-Marie,Niall Horan,Our Song,song,2019,SUSPEITA,possível duplicata (dup_of_382),,dup_of_382
12587,Anne-Marie,KSI,Don't Play,song,2021,SUSPEITA,possível duplicata (dup_of_6673),,dup_of_6673
12604,Wale,Jeremih,The Body,song,2016,SUSPEITA,possível duplicata,,dup_of_7150
12635,Method Man,Mary J. Blige,I'll Be There for You / You're All I Need to Get By,song,1995,SUSPEITA,possível duplicata,,dup_of_407
12648,Bryson Tiller,H.E.R.,Could've Been,song,2018,SUSPEITA,possível duplicata,,dup_of_12400
12650,Brent Faiyaz,"Tyler, The Creator",Gravity,song,2019,SUSPEITA,possível duplicata,,dup_of_422
12676,D'Angelo,Q-Tip,Me and Those Dreamin' Eyes of Mine,song,1995,SUSPEITA,possível duplicata,,dup_of_6400
12706,Jack White,Loretta Lynn,"Portland, Oregon",song,2004,SUSPEITA,possível duplicata (dup_of_2967),,dup_of_2967
12729,Tiësto,Karol G,Don't Be Shy,song,2022,SUSPEITA,possível duplicata (dup_of_3341),,dup_of_3341
12805,Akhenaton,Oxmo Puccino,Black Album,song,2003,SUSPEITA,possível duplicata (dup_of_12798),,dup_of_12798
13066,Fiona Apple,Jon Brion,When the Pawn...,album,1999,SUSPEITA,possível duplicata,,dup_of_11326
13165,Yung Miami,JT,Act Up,song,2019,SUSPEITA,possível duplicata (dup_of_11264),,dup_of_11264
13168,Flo Milli,Mulatto,In the Party,song,2020,SUSPEITA,possível duplicata (dup_of_11249),,dup_of_11249
13283,Mia Martini,Riccardo Cocciante,Innamorata,song,1993,SUSPEITA,possível duplicata,,dup_of_11206
13393,Gesaffelstein,The Weeknd,Lost in the Fire,song,2019,SUSPEITA,possível duplicata (dup_of_12236),,dup_of_12236
13418,Flosstradamus,GTA,Prison Riot,song,2015,SUSPEITA,possível duplicata,,dup_of_11294
13488,The Rolling Stones,Lady Gaga,Gimme Shelter,live,2012,SUSPEITA,possível duplicata,,dup_of_13049
13553,Stereophonics,Tom Jones,Mama Told Me Not to Come,song,2004,SUSPEITA,"flag dup_of, possível duplicata",,dup_of_11286
13792,2PM,Miss A,JYP Nation concert,live,2012,SUSPEITA,possivel duplicata,,dup_of_13782
13944,Tokio Hotel,Kerli,Strange (collaboration),song,2009,SUSPEITA,possível duplicata (dup_of_11440),,dup_of_11440
14193,Ed Sheeran,Justin Bieber,Love Yourself,song,2015,SUSPEITA,'Love Yourself' Bieber coescrita por Ed mas flag dup,,dup_of_12231
14198,Ed Sheeran,Rudimental,Bloodstream,song,2015,SUSPEITA,Rudimental 'Bloodstream' feat Ed real mas flag dup,,dup_of_5534
14222,SZA,Justin Timberlake,The Other Side,song,2019,SUSPEITA,possível duplicata (dup_of_7638),,dup_of_7638
14242,Alicia Keys,Swizz Beatz,Like You'll Never See Me Again,song,2007,SUSPEITA,possível duplicata (dup_of_12306),,dup_of_12306
14255,David Guetta,Bebe Rexha,Say My Name,song,2019,SUSPEITA,possível duplicata (dup_of_3290),,dup_of_3290
14256,David Guetta,J. Balvin,Say My Name,song,2019,SUSPEITA,possível duplicata (dup_of_3621),,dup_of_3621
14282,Future,Rihanna,Selfish,song,2017,SUSPEITA,possível duplicata (dup_of_5498),,dup_of_5498
14284,Future,Juice WRLD,Wrld on Drugs,album,2018,SUSPEITA,possível duplicata (dup_of_173),,dup_of_173
14304,Roddy Ricch,Gunna,Start Wit Me,song,2020,SUSPEITA,possível duplicata (dup_of_6875),,dup_of_6875
14332,Don Toliver,Kali Uchis,Drugs N Hella Melodies,song,2020,SUSPEITA,possível duplicata (dup_of_12614),,dup_of_12614
14342,Karol G,Maluma,Créeme,song,2018,SUSPEITA,possível duplicata (dup_of_11655),,dup_of_11655
14348,Ozuna,J. Balvin,Reggaetón,song,2017,SUSPEITA,possível duplicata (dup_of_5813),,dup_of_5813
14366,Manuel Turizo,Maluma,El Préstamo,song,2018,SUSPEITA,possível duplicata (dup_of_5431),,dup_of_5431
14370,Manuel Turizo,Karol G,El Makinón,song,2021,SUSPEITA,possível duplicata; 'El Makinón' é Karol G & Mariah Angeliq,,dup_of_9644
14387,Marc Anthony,Celia Cruz,La Vida Es Un Carnaval,song,2002,SUSPEITA,possível duplicata; 'La Vida Es Un Carnaval' é da Celia Cruz,,dup_of_11501
14389,Nicki Nicole,Trueno,Mamichula,song,2021,SUSPEITA,possível duplicata (dup_of_9250),,dup_of_9250
14405,Emicida,Pabllo Vittar,AmarElo,song,2019,SUSPEITA,possível duplicata (dup_of_589),,dup_of_589
14412,Caetano Veloso,Gilberto Gil,Tropicália,album,1968,SUSPEITA,possível duplicata (dup_of_2069),,dup_of_2069
14418,MC Kevinho,Psirico,Encaixa,song,2018,SUSPEITA,possível duplicata (dup_of_1457),,dup_of_1457
14426,BTS,Nicki Minaj,IDOL,song,2018,SUSPEITA,real mas marcada como duplicata (dup_of_5028),,dup_of_5028
14429,BTS,Steve Aoki,Waste It on Me,song,2018,SUSPEITA,real mas marcada como duplicata (dup_of_8388),,dup_of_8388
14438,Jackson Wang,Galantis,Pretty Please,song,2019,SUSPEITA,real mas marcada como duplicata (dup_of_5044),,dup_of_5044
14443,Agust D,Halsey,SUGA's Interlude,song,2019,SUSPEITA,real mas marcada como duplicata (dup_of_595),,dup_of_595
14445,Agust D,MAX,Burn It,song,2021,SUSPEITA,real mas marcada como duplicata (dup_of_8444),,dup_of_8444
14462,Måneskin,Iggy Pop,I Wanna Be Your Slave,song,2021,SUSPEITA,real mas marcada como duplicata (dup_of_4753),,dup_of_4753
14484,Carrie Underwood,John Legend,Hallelujah,song,2019,SUSPEITA,real mas marcada como duplicata (dup_of_8475),,dup_of_8475
14501,Bruno Mars,Gucci Mane,Wake Up in the Sky,song,2018,SUSPEITA,possível duplicata (dup_of_12619),,dup_of_12619
14518,Meghan Trainor,Nicki Minaj,Nice to Meet Ya,song,2019,SUSPEITA,possível duplicata (dup_of_372),,dup_of_372
14520,Meghan Trainor,"Earth, Wind & Fire",With You,song,2020,SUSPEITA,possível duplicata (dup_of_12576),,dup_of_12576
14531,H.E.R.,YG,Slide (Remix),song,2019,SUSPEITA,possível duplicata (dup_of_5732),,dup_of_5732
14551,John Legend,Jhené Aiko,"U Move, I Move",song,2019,SUSPEITA,possível duplicata (dup_of_12304),,dup_of_12304
14581,Kendrick Lamar,U2,XXX,song,2017,SUSPEITA,possível duplicata (dup_of_7637),,dup_of_7637
14599,Megan Thee Stallion,GloRilla,Wanna Be,song,2023,SUSPEITA,possível duplicata (dup_of_348),,dup_of_348
14600,50 Cent,Dr. Dre,In da Club,song,2003,SUSPEITA,possível duplicata (dup_of_132),,dup_of_132
14608,50 Cent,Jeremih,Down on Me,song,2010,SUSPEITA,possível duplicata (dup_of_7663),,dup_of_7663
14615,Juice WRLD,Young Thug,Bad Boy,song,2020,SUSPEITA,possível duplicata (dup_of_12356),,dup_of_12356
14647,French Montana,Max B,Coke Boys,song,2013,SUSPEITA,possível duplicata (dup_of_12435),,dup_of_12435
14676,Shakira,Manuel Turizo,Copa Vacía,song,2023,SUSPEITA,possível duplicata (dup_of_503); Copa Vacía real,,dup_of_503
14688,Peso Pluma,Natanael Cano,AMG,song,2022,SUSPEITA,possível duplicata (dup_of_5253); AMG real,,dup_of_5253
14709,Don Omar,Lucenzo,Danza Kuduro,song,2010,SUSPEITA,possível duplicata (dup_of_5874); Danza Kuduro real,,dup_of_5874
14716,Don Omar,Tego Calderón,Bandolero,song,2006,SUSPEITA,possível duplicata (dup_of_11641); Bandolero real,,dup_of_11641
14733,Luísa Sonza,Pabllo Vittar,MODO TURBO,song,2019,SUSPEITA,possível duplicata (dup_of_574); MODO TURBO real,,dup_of_574
14739,Wesley Safadão,Ivete Sangalo,Camarote,song,2014,SUSPEITA,possível duplicata (dup_of_1553); Camarote real,,dup_of_1553
14750,Gilberto Gil,Caetano Veloso,Tropicália,song,1968,SUSPEITA,possível duplicata (dup_of_2069); Tropicália real,,dup_of_2069
14784,J-Hope,J. Cole,on the street,song,2023,SUSPEITA,possível duplicata (dup_of_5063),,dup_of_5063
14787,Maroon 5,Cardi B,Girls Like You (Remix),song,2018,SUSPEITA,possível duplicata (dup_of_6163),,dup_of_6163
14789,Maroon 5,Rihanna,If I Never See Your Face Again,song,2007,SUSPEITA,possível duplicata (dup_of_203),,dup_of_203
14799,Burna Boy,Dave,Location,song,2019,CONFIRMADA,'Location' Burna Boy feat. Dave é real (2019),,dup_of_930
14810,Asake,Burna Boy,Fuji Vibe,song,2023,SUSPEITA,possível duplicata (dup_of_1008),,dup_of_1008
14815,Kacey Musgraves,Troye Sivan,Easy,song,2019,SUSPEITA,possível duplicata (dup_of_8463),,dup_of_8463
14822,Rihanna,Nicki Minaj,Fly,song,2011,SUSPEITA,possível duplicata (dup_of_15),,dup_of_15
14826,Rihanna,David Guetta,Right Now,song,2013,SUSPEITA,possível duplicata (dup_of_209),,dup_of_209
14827,The Weeknd,Lana Del Rey,Stargirl Interlude,song,2016,SUSPEITA,possível duplicata (dup_of_859),,dup_of_859
14854,Khalid,Swae Lee,My Bad,song,2019,SUSPEITA,possível duplicata,,dup_of_12378
14877,Diplo,Thomas Wesley,Do Si Do,song,2020,SUSPEITA,possível duplicata,,dup_of_3512
14887,J. Cole,Kendrick Lamar,Black Panther Soundtrack,album,2018,SUSPEITA,possível duplicata,,dup_of_12262
14888,J. Cole,Lil Baby,The Bigger Picture (Remix),song,2020,SUSPEITA,possível duplicata,,dup_of_12265
14896,Cardi B,Chance the Rapper,Best Part (Remix),song,2017,SUSPEITA,possível duplicata,,dup_of_5642
14901,Lil Baby,Young Thug,Bubbly,song,2018,SUSPEITA,possível duplicata,,dup_of_6848
14916,Young Thug,Drake,Sacrifices,song,2017,SUSPEITA,possível duplicata,,dup_of_12363
14919,Lil Uzi Vert,Juice WRLD,Wishing Well,song,2020,SUSPEITA,possível duplicata,,dup_of_6989
14923,Quavo,Post Malone,Congratulations,song,2017,SUSPEITA,possível duplicata,,dup_of_7111
14938,2 Chainz,Lil Wayne,Collegrove,album,2016,SUSPEITA,possível duplicata,,dup_of_7070
14943,DJ Khaled,Beyoncé,Hold You Down,song,2015,SUSPEITA,possível duplicata; Beyoncé não está na faixa,,dup_of_12285
14946,DJ Khaled,SZA,Higher,song,2020,SUSPEITA,possível duplicata,,dup_of_7672
14947,DJ Khaled,Post Malone,Higher,song,2020,SUSPEITA,possível duplicata,,dup_of_5599
14965,Maluma,Marc Anthony,Felices los 4 (Salsa Version),song,2017,SUSPEITA,possível duplicata,,dup_of_12530
14966,Maluma,J. Balvin,Qué Pena,song,2020,SUSPEITA,possível duplicata,,dup_of_320
14967,Maluma,Jennifer Lopez,Pa' Ti + Lonely,song,2020,SUSPEITA,possível duplicata,,dup_of_5620
14968,Maluma,Ricky Martin,No Se Me Quita,song,2019,SUSPEITA,possível duplicata,,dup_of_5621
14972,Rauw Alejandro,Camilo,Tattoo (Remix),song,2021,SUSPEITA,possível duplicata,,dup_of_841
14973,Rauw Alejandro,Daddy Yankee,Panties y Brasieres,song,2021,SUSPEITA,possível duplicata,,dup_of_511
14985,Myke Towers,Farruko,La Tóxica (Remix),song,2020,SUSPEITA,possível duplicata,,dup_of_5882
14987,Tainy,J. Balvin,Agua,song,2021,SUSPEITA,possível duplicata,,dup_of_8429
14992,Enrique Iglesias,Ricky Martin,Súbeme la Radio (Remix),song,2017,SUSPEITA,possível duplicata,,dup_of_4916
14996,Enrique Iglesias,Usher,Dirty Dancer,song,2010,SUSPEITA,possível duplicata,,dup_of_12546
15007,Anitta,J. Balvin,Downtown,song,2018,SUSPEITA,possível duplicata,,dup_of_316
15017,Iza,Ludmilla,Rainha,song,2019,SUSPEITA,possível duplicata,,dup_of_1426
15027,Seu Jorge,David Bowie,Life on Mars?,song,2004,SUSPEITA,possível duplicata,,dup_of_2213
15062,OneRepublic,Alesso,If I Lose Myself (Alesso Remix),song,2013,SUSPEITA,possível duplicata (dup_of_3392),,dup_of_3392
15064,OneRepublic,Logic,Start Again,song,2018,SUSPEITA,possível duplicata (dup_of_373),,dup_of_373
15088,Morgan Wallen,HARDY,Sand in My Boots,song,2020,SUSPEITA,possível duplicata (dup_of_3012),,dup_of_3012
15090,Morgan Wallen,Lil Durk,Broadway Girls,song,2020,SUSPEITA,possível duplicata (dup_of_545),,dup_of_545
15096,Ariana Grande,Miley Cyrus,Don't Dream It's Over,song,2015,SUSPEITA,possível duplicata (dup_of_12299),,dup_of_12299
15097,Ariana Grande,2 Chainz,Rule the World,song,2018,SUSPEITA,possível duplicata (dup_of_14940),,dup_of_14940
15098,Ariana Grande,Doja Cat,34+35 Remix,song,2021,SUSPEITA,possível duplicata (dup_of_75),,dup_of_75
15099,Ariana Grande,Megan Thee Stallion,34+35 Remix,song,2021,SUSPEITA,possível duplicata (dup_of_76),,dup_of_76
15102,Justin Bieber,Luis Fonsi,Despacito Remix,song,2017,SUSPEITA,possível duplicata (dup_of_331),,dup_of_331
15103,Justin Bieber,Daddy Yankee,Despacito Remix,song,2017,SUSPEITA,possível duplicata (dup_of_8395),,dup_of_8395
15110,Justin Bieber,Khalid,As I Am,song,2019,SUSPEITA,possível duplicata (dup_of_82),,dup_of_82
15115,Shawn Mendes,Zedd,Lost in Japan (Remix),song,2019,SUSPEITA,possível duplicata (dup_of_5540),,dup_of_5540
15119,Demi Lovato,Nick Jonas,Close,song,2021,SUSPEITA,possível duplicata (dup_of_12552),,dup_of_12552
15127,Doja Cat,Nicki Minaj,Say So Remix,song,2020,SUSPEITA,possível duplicata (dup_of),,dup_of_122
15137,Frank Ocean,Jay-Z,Made in America,song,2013,SUSPEITA,possível duplicata e ano divergente,,dup_of_12315
15144,Frank Ocean,Pharrell Williams,Sweet Life,song,2012,SUSPEITA,'Sweet Life' é solo; possível duplicata,,dup_of_12318
15149,Mariah Carey,Snoop Dogg,Crybaby,song,1995,SUSPEITA,possível duplicata e ano divergente,,dup_of_284
15150,Mariah Carey,Ol' Dirty Bastard,Fantasy Remix,song,1995,SUSPEITA,possível duplicata (dup_of),,dup_of_12457
15170,Kygo,Rita Ora,Carry On,song,2018,SUSPEITA,possível duplicata (dup_of),,dup_of_5678
15182,Tiësto,The Chainsmokers,Split (Only U),song,2022,SUSPEITA,possível duplicata (dup_of),,dup_of_12727
15196,Travis Scott,Kid Cudi,The scotts,song,2020,SUSPEITA,possível duplicata (dup_of),,dup_of_5692
15203,Travis Scott,Kendrick Lamar,goosebumps (Remix),song,2016,SUSPEITA,'goosebumps' original tem Kendrick; 'remix' + dup,,dup_of_12242
15228,A$AP Rocky,"Tyler, The Creator",Potato Salad,song,2019,SUSPEITA,possível duplicata (dup_of),,dup_of_251
15234,DaBaby,Post Malone,Enemies,song,2019,SUSPEITA,possível duplicata (dup_of),,dup_of_12371
15256,Rick Ross,Lil Wayne,9 Piece,song,2013,SUSPEITA,possível duplicata (dup_of),,dup_of_12598
15265,Swae Lee,Travis Scott,SICKO MODE,song,2018,SUSPEITA,possível duplicata (dup_of),,dup_of_15204
15270,Ice Spice,Central Cee,Did It First,song,2023,SUSPEITA,possível duplicata (dup_of),,dup_of_12454
15271,J. Balvin,Beyoncé,Mi Gente Remix,song,2017,SUSPEITA,possível duplicata (dup_of),,dup_of_5615
15272,J. Balvin,Daddy Yankee,Bichota (Remix),song,2021,SUSPEITA,possível duplicata; Bichota é Karol G,,dup_of_5808
15279,Daddy Yankee,Marc Anthony,De Vuelta Pa' La Vuelta,song,2019,SUSPEITA,possível duplicata (dup_of),,dup_of_11509
15292,Becky G,Peso Pluma,Chanel,song,2022,SUSPEITA,possível duplicata (dup_of),,dup_of_505
15318,Marília Mendonça,Maiara & Maraisa,Esqueça-me Se For Capaz,song,2019,SUSPEITA,possível duplicata (dup_of_2469),,dup_of_2469
15338,Alok,Ina Wroldsen,Favela,song,2019,SUSPEITA,possível duplicata (dup_of_3505),,dup_of_3505
15365,Coldplay,Jay-Z,Lost+,song,2008,SUSPEITA,possível duplicata (dup_of_5568),,dup_of_5568
15413,Andrea Bocelli,Ed Sheeran,Perfect Symphony,song,2017,SUSPEITA,"possível duplicata (dup_of_4809), embora 'Perfect Symphony' seja real",,dup_of_4809
15460,Giveon,Kaash Paige,Love Songs,song,2021,SUSPEITA,possível duplicata (dup_of_14230),,dup_of_14230
15461,Giveon,Daniel Caesar,Remember Me,song,2021,SUSPEITA,possível duplicata (dup_of_12399),,dup_of_12399
15484,Troye Sivan,Tate McRae,you,song,2021,SUSPEITA,possível duplicata (dup_of_12563),,dup_of_12563
15486,David Guetta,Akon,Play Hard,song,2012,SUSPEITA,possível duplicata (dup_of_3609),,dup_of_3609
15491,David Guetta,Rihanna,Who's That Chick?,song,2010,SUSPEITA,possível duplicata (dup_of_3293),,dup_of_3293
15502,DJ Snake,AlunaGeorge,You Know You Like It,song,2014,SUSPEITA,possível duplicata (dup_of_3402),,dup_of_3402
15516,Jay-Z,Beyoncé,'03 Bonnie & Clyde,song,2002,SUSPEITA,possível duplicata (dup_of_14276),,dup_of_14276
15517,Jay-Z,UGK,Big Pimpin',song,2000,SUSPEITA,possível duplicata (dup_of_14280),,dup_of_14280
15527,Future,Juice WRLD,Fine China,song,2019,SUSPEITA,possível duplicata (dup_of_6799),,dup_of_6799
15532,Future,Young Thug,Group Home,song,2017,SUSPEITA,possível duplicata (dup_of_12271),,dup_of_12271
15533,Future,Metro Boomin,Super Slimey,song,2017,SUSPEITA,possível duplicata (dup_of_12323),,dup_of_12323
15538,21 Savage,J. Cole,A Lot,song,2018,SUSPEITA,possível duplicata (dup_of_5659),,dup_of_5659
15562,Metro Boomin,Drake,No Complaints,song,2018,SUSPEITA,possível duplicata (dup_of_6809),,dup_of_6809
15563,Metro Boomin,Travis Scott,No Complaints,song,2018,SUSPEITA,possível duplicata (dup_of_6810),,dup_of_6810
15576,Lil Nas X,Jack Harlow,Industry Baby,song,2021,SUSPEITA,possível duplicata,,dup_of_230
15577,Lil Nas X,BTS,Old Town Road (Seoul Town Road Remix),song,2020,SUSPEITA,possível duplicata,,dup_of_12266
15582,Pharrell Williams,Justin Timberlake,Rock Your Body,song,2004,SUSPEITA,possível duplicata,,dup_of_5592
15584,Pharrell Williams,Gwen Stefani,Hollaback Girl,song,2004,SUSPEITA,possível duplicata; Hollaback Girl é da Gwen produzida por Pharrell,,dup_of_12277
15599,Meek Mill,Rick Ross,Tupac Back,song,2010,SUSPEITA,possível duplicata,,dup_of_415
15602,Meek Mill,Lil Uzi Vert,Dangerous,song,2017,SUSPEITA,possível duplicata,,dup_of_14329
15610,Central Cee,Lil Baby,Loading,song,2022,SUSPEITA,possível duplicata,,dup_of_12641
15631,Rosalía,James Blake,Barefoot in the Park,song,2019,SUSPEITA,possível duplicata,,dup_of_14356
15633,Rosalía,C. Tangana,Antes de Morirme,song,2017,SUSPEITA,possível duplicata,,dup_of_4829
15648,Bizarrap,Shakira,BZRP Music Sessions Vol. 53,song,2023,SUSPEITA,possível duplicata,,dup_of_14374
15649,Bizarrap,Paulo Londra,Bzrp Music Sessions Vol. 23,song,2019,SUSPEITA,possível duplicata,,dup_of_14378
15660,Marc Anthony,Romeo Santos,Yo También,song,2010,SUSPEITA,possível duplicata,,dup_of_11510
15677,Emicida,Drik Barbosa,Mandume,song,2019,SUSPEITA,possível duplicata,,dup_of_623
15726,Fall Out Boy,Foxes,Just One Yesterday,song,2013,SUSPEITA,possível duplicata,,dup_of_14459
15727,Fall Out Boy,Big Sean,The Mighty Fall,song,2013,SUSPEITA,possível duplicata,,dup_of_14458
15732,Måneskin,Iggy Pop,I Wanna Be Your Slave (Remix),song,2021,SUSPEITA,possível duplicata,,dup_of_5013
15738,Bring Me the Horizon,Halsey,Mantra (Remix),song,2018,SUSPEITA,possível duplicata,,dup_of_6147
15739,Bring Me the Horizon,Amy Lee,One Day the Only Butterflies Left Will Be in Your Chest as You March Towards Your Death,song,2023,SUSPEITA,possível duplicata,,dup_of_6146
15744,Tems,Wizkid,Essence,song,2021,SUSPEITA,possível duplicata,,dup_of_517
15746,Tems,Drake,Wait for U,song,2022,SUSPEITA,possível duplicata,,dup_of_515
15755,Carrie Underwood,Keith Urban,The Fighter,song,2017,SUSPEITA,possível duplicata,,dup_of_14481
15772,Beyoncé,Post Malone,Levii's Jeans,song,2023,SUSPEITA,possível duplicata,,dup_of_43
15795,Bruno Mars,Lady Gaga,Die with a Smile,song,2024,SUSPEITA,possível duplicata,,dup_of_110
15807,Halsey,Suga,SUGA's Interlude,song,2020,SUSPEITA,possível duplicata,,dup_of_5058
15810,Halsey,Cara Delevingne,I Feel Everything,song,2017,SUSPEITA,possível duplicata,,dup_of_14516
15833,H.E.R.,Chris Brown,Come Together,song,2017,SUSPEITA,possível duplicata,,dup_of_14535
15852,John Legend,Rick Ross,Ordinary People (Remix),song,2006,SUSPEITA,possível duplicata,,dup_of_14547
15853,John Legend,Ludacris,Tonight (Best You Ever Had),song,2013,SUSPEITA,possível duplicata,,dup_of_5543
15869,Avicii,Audra Mae,Silhouettes,song,2012,SUSPEITA,possível duplicata,,dup_of_14562
15875,Avicii,Adam Lambert,Lay Me Down,song,2015,SUSPEITA,possível duplicata,,dup_of_12722
15880,Skrillex,Ellie Goulding,Summit,song,2012,SUSPEITA,possível duplicata,,dup_of_14566
15887,Skrillex,Fred again..,Rumble,song,2023,SUSPEITA,possível duplicata,,dup_of_14569
15907,Kendrick Lamar,J. Cole,Black Friday,song,2016,SUSPEITA,possível duplicata,,dup_of_253
15915,Nicki Minaj,Mariah Carey,Up Out My Face,song,2009,SUSPEITA,possível duplicata,,dup_of_285
15945,Gunna,Lil Baby,Drip Harder,album,2018,SUSPEITA,possível duplicata (dup_of_6844),,dup_of_6844
15984,Big Sean,Nicki Minaj,Dance (A$$) Remix,song,2011,SUSPEITA,possível duplicata (dup_of_268),,dup_of_268
16004,Jack Harlow,Justin Timberlake,Parent Trap,song,2022,SUSPEITA,possível duplicata (dup_of_14660),,dup_of_14660
16016,Nas,DJ Khaled,Nas Album Done,song,2016,SUSPEITA,possível duplicata (dup_of_12595),,dup_of_12595
16019,Shakira,Wyclef Jean,Hips Don't Lie,song,2005,SUSPEITA,possível duplicata (dup_of_5630),,dup_of_5630
16023,Shakira,Bizarrap,"BZRP Music Sessions, Vol. 53",song,2023,SUSPEITA,possível duplicata (dup_of),,dup_of_14374
16025,Anuel AA,Ozuna,Adicto,song,2018,SUSPEITA,possível duplicata (dup_of),,dup_of_5827
16034,Peso Pluma,Nicki Nicole,Por Las Noches (Remix),song,2023,SUSPEITA,possível duplicata (dup_of),,dup_of_5264
16042,Sech,Daddy Yankee,Relación (Remix),song,2019,SUSPEITA,possível duplicata (dup_of),,dup_of_5774
16044,Sech,Farruko,Relación (Remix),song,2019,SUSPEITA,possível duplicata (dup_of),,dup_of_14696
16054,Don Omar,Tego Calderón,Bandoleros,song,2005,SUSPEITA,possível duplicata (dup_of),,dup_of_8400
16055,Don Omar,Wisin & Yandel,Mayor Que Yo,song,2005,SUSPEITA,possível duplicata (dup_of),,dup_of_11639
16056,Don Omar,Romeo Santos,Ella y Yo,song,2013,SUSPEITA,possível duplicata (dup_of),,dup_of_11640
16068,Christina Aguilera,Blake Shelton,Just a Fool,song,2013,SUSPEITA,possível duplicata (dup_of),,dup_of_12488
16072,Luísa Sonza,Vitão,Flores,song,2021,SUSPEITA,possível duplicata (dup_of),,dup_of_794
16077,Wesley Safadão,Anitta,Romance com Safadeza,song,2017,SUSPEITA,possível duplicata (dup_of),,dup_of_582
16082,Wesley Safadão,Marília Mendonça,Camarote,song,2020,SUSPEITA,possível duplicata (dup_of),,dup_of_1996
16083,Criolo,Emicida,Duas de Cinco,song,2011,SUSPEITA,possível duplicata (dup_of),,dup_of_8116
16091,Gilberto Gil,Jorge Ben Jor,Gil & Jorge: Ogum Xangô,album,1975,SUSPEITA,possível duplicata (dup_of),,dup_of_2231
16138,Maroon 5,Future,Cold,song,2017,SUSPEITA,Cold do Maroon 5 com Future existe mas flag dup,,dup_of_5565
16159,Burna Boy,Beyoncé,ALREADY,song,2020,CONFIRMADA,ALREADY do Beyoncé com Burna Boy no Lion King The Gift (2020),,dup_of_14800
16161,Burna Boy,Dave,Location,song,2018,CONFIRMADA,Location do Dave com Burna Boy (2019); flag dup,,dup_of_930
16203,Sia,Diplo,Elastic Heart,song,2014,SUSPEITA,possível duplicata; Diplo não é o par real de Elastic Heart,,dup_of_12301
16205,Sia,BTS,On,song,2020,SUSPEITA,possível duplicata; título ultracurto,,ultrashort_title;dup_of_5035
16213,Tate McRae,Jeremy Zucker,Empty,song,2019,SUSPEITA,possível duplicata,,dup_of_12560
16214,Tate McRae,Ali Gatie,lie to me,song,2022,SUSPEITA,possível duplicata,,dup_of_12562
16215,Tate McRae,Khalid,working,song,2022,SUSPEITA,possível duplicata,,dup_of_361
16240,Zedd,Hayley Williams,Stay the Night,song,2014,SUSPEITA,possível duplicata; 'Stay the Night' Zedd feat. Hayley real mas dup,,dup_of_453
16251,Martin Garrix,Troye Sivan,There for You,song,2016,SUSPEITA,possível duplicata; 'There for You' real,,dup_of_3328
16252,Martin Garrix,Ed Sheeran,Rewind Repeat It,song,2016,SUSPEITA,possível duplicata,,dup_of_14882
16267,Lil Baby,Gunna,Never Recover,song,2019,SUSPEITA,possível duplicata; 'Never Recover' real,,dup_of_15946
16279,"Tyler, The Creator",Frank Ocean,Answer,song,2013,SUSPEITA,possível duplicata; Tyler x Frank existem juntos,,dup_of_15141
16287,Young Thug,Future,Relationship,song,2016,SUSPEITA,possível duplicata; 'Relationship' Young Thug x Future real,,dup_of_148
16289,Young Thug,Elton John,High,song,2018,SUSPEITA,possível duplicata; 'High' incerto,,dup_of_6863
16293,Young Thug,Nicki Minaj,Anybody,song,2019,SUSPEITA,possível duplicata,,dup_of_7694
16296,Lil Uzi Vert,Playboi Carti,wokeuplikethis,song,2017,SUSPEITA,possível duplicata,,dup_of_15238
16312,2 Chainz,Pharrell Williams,Feds Watching,song,2013,SUSPEITA,possível duplicata,,dup_of_14939
