i,a,b,title,type,year,final,motivo,evidencia,flags
3803,Naza,Rema,Ooh la la,song,2020,SUSPEITA,par cruzado FR/Nigéria não confirmado,,
3804,Tayc,Awa Imani,Mariana (feat. Tayc),song,2021,SUSPEITA,não recordo o feature,,
3805,Tayc,Imen Es,5ème saison,song,2022,SUSPEITA,não recordo a faixa,,
3806,Tayc,Dadju,Elle me manque,song,2022,SUSPEITA,plausível mas não confirmo com firmeza,,
3807,Abou Debeing,Aya Nakamura,Bichette,song,2020,SUSPEITA,não recordo a colaboração,,
3808,Abou Debeing,Dadju,Cœur blessé,song,2020,SUSPEITA,não recordo a faixa,,
3809,Benash,Gims,Twerk it Like Miley (remix),remix,2014,SUSPEITA,"remix, possível mashup de fã",,
3810,Benash,Awa Imani,Twerk it Like Miley (remix),remix,2014,SUSPEITA,"remix, possível mashup de fã",,
3811,Niska,Maes,Pas le temps (feat. Niska),song,2019,SUSPEITA,plausível mas não confirmo,,
3812,Hatik,Wejdene,Reste (remix),song,2021,SUSPEITA,"'Reste' é de Hatik, remix com Wejdene duvidoso",,
3813,Awa Imani,Niska,Caramel,song,2018,SUSPEITA,"'Caramel' é de Awa Imani, feature Niska duvidoso",,
3814,Dadju,Vegedream,Plus tard,song,2019,SUSPEITA,não recordo com firmeza,,
3815,Dadju,Franglish,Roulette,song,2019,SUSPEITA,plausível mas não confirmo,,
3817,Booba,Damso,Laissez-moi,song,2017,SUSPEITA,colaboram de fato mas não recordo este título,,
3818,Soprano,Black M,Mama Africa (feat. Soprano),song,2020,SUSPEITA,plausível mas não confirmo o título,,
3819,Soprano,Calogero,Grand Frère,song,2020,SUSPEITA,não recordo com firmeza,,
3820,Soprano,Vitaa,Ça fait du bien,song,2021,SUSPEITA,não recordo a faixa,,
3821,Soprano,Slimane,Ça fait du bien,song,2021,SUSPEITA,não recordo a faixa,,
3822,Slimane,Vitaa,Black & White (feat. Vitaa),song,2019,SUSPEITA,dueto real Vitaa/Slimane mas título não confirmado,,
3823,Slimane,Vitaa,Nos fiertés,song,2020,SUSPEITA,não recordo este título específico,,
3824,Vitaa,Slimane,Toi et moi (feat. Slimane),song,2018,SUSPEITA,colaboram de fato mas título não confirmado,,
3825,Indila,Soolking,Love Story (remix),remix,2019,SUSPEITA,"'Love Story' é de Indila, remix Soolking duvidoso",,
3826,Christine and the Queens,Perfume Genius,Christine and the Queens x Perfume Genius,song,2019,SUSPEITA,título genérico (apenas nomes),,
3827,Christine and the Queens,Madonna,Science Fiction (feat. Christine),song,2017,SUSPEITA,"colaboração duvidosa, não recordo",,
3828,Angèle,Roméo Elvis,Damn (dis-moi) with Roméo Elvis,song,2019,SUSPEITA,irmãos colaboram mas título 'Damn' não confirmado,,
3830,Orelsan,Stromae,Superstar,song,2021,SUSPEITA,não recordo colaboração Orelsan/Stromae nesta faixa,,
3831,Orelsan,Lomepal,Silence (feat. Lomepal),song,2021,SUSPEITA,não recordo com firmeza,,
3832,Bigflo & Oli,Lomepal,Perdu,song,2021,SUSPEITA,não recordo a faixa,,
3833,Lomepal,Vald,Trop beau (feat. Vald),song,2021,SUSPEITA,"'Trop beau' é de Lomepal, feature Vald não confirmado",,
3834,Keblack,Naza,Chocolat (JADT Remix),remix,2017,SUSPEITA,"remix, não confirmado",,
3835,Aya Nakamura,Wejdene,Cœur en diamant,song,2021,SUSPEITA,não recordo a colaboração,,
3836,nizo,Tiakola,Suavamente (feat. Tiakola),song,2022,SUSPEITA,"artista 'nizo' como handle, não confirmado",,
3838,Gims,Slimane,Careless Whisper (remix),song,2020,SUSPEITA,remix de cover duvidoso,,
3841,Gims,Dadju,Ça marche (feat. Dadju),song,2020,SUSPEITA,irmãos colaboram mas título não confirmado,,
3844,Soolking,kaza,Fotografie (feat. Kaza),song,2021,SUSPEITA,não recordo a faixa,,
3845,Lacrim,Soolking,Mariana Trench (feat. Soolking),song,2021,SUSPEITA,não recordo a colaboração,,
3846,Maes,Ninho,Trop fort,song,2021,SUSPEITA,não recordo o feature,,
3847,Maes,Gazo,Trop fort,song,2021,SUSPEITA,não recordo o feature,,
3848,Maes,Gims,Cœur de Paris,song,2020,SUSPEITA,não recordo a faixa,,
3849,Damso,Angèle,Empreintes,song,2021,SUSPEITA,não recordo a colaboração,,
3850,Damso,Angèle,Nuance (feat. Angèle),song,2019,SUSPEITA,"'Nuance' é de Damso, feature Angèle não confirmado",,
3851,SCH,Damso,SCH x Damso - Qu'est-ce qu'on attend,song,2020,SUSPEITA,título genérico (apenas nomes),,
3852,Soolking,Awa Imani,Je t'aime de ouf (feat. Awa Imani),song,2020,SUSPEITA,não recordo o feature,,
3853,Vegedream,Dadju,Monde de merde (feat. Dadju),song,2020,SUSPEITA,não recordo a faixa,,
3854,Vegedream,Vald,Vegedream x Vald,song,2018,SUSPEITA,título genérico (apenas nomes),,
3855,Nekfeu,Lomepal,Fleur bleue (feat. Lomepal),song,2015,SUSPEITA,não recordo com firmeza,,
3856,Nekfeu,Orelsan,Émeraudes (feat. Orelsan),song,2018,SUSPEITA,não recordo este feature,,
3857,Jul,Alonzo,Jul x Alonzo,song,2017,SUSPEITA,título genérico (apenas nomes),,
3858,Jul,Naps,Ça marche seul,song,2020,SUSPEITA,não recordo a faixa,,
3859,Jul,Alonzo,Ça marche seul,song,2020,SUSPEITA,não recordo a faixa,,
3860,Jul,niro,L'odeur de l'essence (feat. Niro),song,2016,SUSPEITA,não recordo o feature,,
3861,Jul,Maska,Frerot,song,2016,SUSPEITA,não recordo a faixa,,
3862,Gazo,luidji,Qui se souviendra (feat. Gazo),song,2022,SUSPEITA,não recordo a colaboração,,
3863,Ninho,Lacrim,CH4QUE Jour (feat. Ninho),song,2021,SUSPEITA,plausível mas não confirmo o título,,
3864,Kaaris,SCH,Retour aux affaires (feat. SCH),song,2021,SUSPEITA,não recordo o feature,,
3865,Tiakola,Ninho,Nuit difficile (feat. Tiakola),song,2023,SUSPEITA,plausível mas não confirmo com firmeza,,
3866,heuss,Awa Imani,Côte d'ivoire (feat. Heuss),song,2021,SUSPEITA,"artista 'heuss' como handle, não confirmado",,
3867,Koba LaD,Maes,Koba x Maes - En bas,song,2020,SUSPEITA,título genérico (apenas nomes),,
3868,Ninho,Koba LaD,TKTK (feat. Koba LaD),song,2022,SUSPEITA,não recordo a faixa,,
3869,Kalash,Soolking,Wonda (feat. Kalash),song,2021,SUSPEITA,não recordo a colaboração,,
3870,Kalash,Damso,Couper le zuk (feat. Kalash),song,2019,SUSPEITA,"colaboração rap francês plausível, não confirmo o título exato",,
3872,MHD,Sfera Ebbasta,Afro Trap Part 8 (feat. Sfera Ebbasta),song,2017,SUSPEITA,Afro Trap Part 8 com Sfera Ebbasta não confirmo,,
3873,MHD,dosseh,Afro Trap Part 9,song,2017,SUSPEITA,Afro Trap Part 9 com Dosseh não confirmo participação,,
3874,Aya Nakamura,Lacrim,Rose,song,2022,SUSPEITA,colab Aya Nakamura/Lacrim não confirmo título Rose,,
3875,Aya Nakamura,Gims,One Two Three,song,2022,SUSPEITA,Aya Nakamura/Gims plausível mas título incerto,,
3876,Caballero,JeanJass,Connexion,album,2019,SUSPEITA,"dupla Caballero & JeanJass real, título incerto",,
3877,Caballero,JeanJass,Mosaïque,song,2020,SUSPEITA,"dupla real, faixa Mosaïque não confirmo",,
3878,Columbine,Lomepal,J'ai pris (feat. Lomepal),song,2019,SUSPEITA,"Columbine/Lomepal plausível, não confirmo",,
3879,Roméo Elvis,Angèle,Mon âme,song,2019,SUSPEITA,"Roméo Elvis/Angèle são irmãos, título incerto",,
3880,Roméo Elvis,luzid,Leila (feat. Romeo Elvis),song,2019,SUSPEITA,feat. Roméo Elvis não confirmo faixa Leila,,
3881,Soprano,psy4_rime,Daddy (feat. Psy 4 de la Rime),song,2015,SUSPEITA,"Soprano é do Psy 4, colab plausível mas incerta",,
3882,Soprano,Slimane,J'ai le seum,song,2021,SUSPEITA,"Soprano/Slimane plausível, não confirmo título",,
3884,Vitaa,Awa Imani,Viens on s'aime,song,2021,SUSPEITA,"mesmo título que Vitaa/Slimane, par incerto",,
3885,Gims,Lefa,Tout va bien (feat. Lefa),song,2012,SUSPEITA,"Gims/Lefa (Sexion d'Assaut) plausível, incerto",,
3886,Vitaa,Gims,Tout donner (feat. Vitaa),song,2016,SUSPEITA,"Gims/Vitaa colaboraram, título incerto",,
3887,Black M,Gims,Ça se voit (feat. Black M),song,2018,SUSPEITA,"Black M/Gims ex-Sexion d'Assaut, título incerto",,
3888,Black M,Dadju,Légende,song,2020,SUSPEITA,"Black M/Dadju plausível, não confirmo Légende",,
3889,Black M,Dadju,Hiro (feat. Dadju),song,2018,SUSPEITA,"Hiro é solo de Black M, feat. Dadju não confirmo",,
3890,Awa Imani,Hatik,Chocolat (feat. Awa Imani),song,2020,SUSPEITA,Hatik/Awa Imani não confirmo faixa Chocolat,,
3891,Hatik,Keblack,Comme un aimant (feat. Hatik),song,2021,SUSPEITA,"KeBlack/Hatik plausível, não confirmo",,
3892,Niska,Maes,Pas besoin (feat. Maes),song,2020,SUSPEITA,"Niska/Maes plausível, não confirmo título",,
3893,Angèle,Katerine,Douce (feat. Philippe Katerine),song,2018,SUSPEITA,"Angèle/Philippe Katerine plausível, incerto",,
3894,Angèle,Lomepal,Flou (feat. Lomepal),song,2020,SUSPEITA,"Angèle/Lomepal plausível, não confirmo Flou",,
3895,Pomme,Clara Luciani,Carnet de notes,song,2020,SUSPEITA,"Pomme/Clara Luciani plausível, incerto",,
3896,Grand Corps Malade,Slimane,Grand Corps Malade x Slimane,song,2019,SUSPEITA,"título genérico tipo 'x', não confirmo faixa",,
3897,Grand Corps Malade,Louane,Grand Corps Malade x Louane,song,2018,SUSPEITA,"título genérico tipo 'x', não confirmo faixa",,
3898,Grand Corps Malade,Camille,Mais je t'aime,song,2019,SUSPEITA,GCM/Camille não confirmo faixa Mais je t'aime,,
3899,Grand Corps Malade,Claudio Capéo,Paloma,song,2021,SUSPEITA,"GCM/Claudio Capéo plausível, incerto",,
3900,Orelsan,Gringe,Mojo (feat. Casseurs Flowters),song,2014,SUSPEITA,"Casseurs Flowters são Orelsan/Gringe, título incerto",,
3901,Orelsan,Bigflo & Oli,Pacifique,song,2021,SUSPEITA,"Orelsan/Bigflo & Oli plausível, não confirmo",,
3903,Lomepal,Hatik,Osé (feat. Hatik),song,2021,SUSPEITA,"Lomepal/Hatik plausível, não confirmo Osé",,
3904,Lomepal,Angèle,Polka (feat. Angèle),song,2021,SUSPEITA,"Lomepal/Angèle plausível, não confirmo Polka",,
3905,Nekfeu,Lomepal,Yeux disent (feat. Nekfeu),song,2021,SUSPEITA,"Nekfeu/Lomepal plausível, título incerto",,
3906,Hamza,Damso,Hamza x Damso,song,2021,SUSPEITA,"título genérico 'x', não confirmo faixa",,
3907,SCH,Hamza,SCH x Hamza,song,2021,SUSPEITA,"título genérico 'x', não confirmo faixa",,
3908,Ninho,Awa Imani,Joyeux anniversaire (feat. Ninho),song,2020,SUSPEITA,Ninho/Awa Imani não confirmo faixa,,
3909,Ninho,Franglish,Tuer le temps (feat. Franglish),song,2019,SUSPEITA,"Ninho/Franglish plausível, não confirmo",,
3910,Wejdene,Soolking,Liberté (feat. Wejdene),song,2021,SUSPEITA,"Soolking/Wejdene plausível, não confirmo Liberté feat",,
3911,Koba LaD,Freeze Corleone,500°C (feat. Koba LaD),song,2021,SUSPEITA,"Freeze Corleone/Koba LaD plausível, incerto",,
3912,Tiakola,Gazo,Mode de vie (feat. Gazo),song,2022,SUSPEITA,"Tiakola/Gazo plausível, não confirmo título",,
3913,Tiakola,Tayc,BIBI (feat. Tiakola),song,2023,SUSPEITA,"Tayc/Tiakola plausível, não confirmo BIBI",,
3914,Gazo,Ninho,Binks to Binks (feat. Gazo),song,2023,SUSPEITA,"Ninho/Gazo plausível, não confirmo título",,
3915,Gazo,Ninho,OOPS (feat. Gazo),song,2022,SUSPEITA,OOPS atribuído a Ninho/Gazo incerto,,
3916,Gazo,Maes,OOPS (feat. Gazo),song,2022,SUSPEITA,"mesmo título OOPS, par Gazo/Maes incerto",,
3917,Dadju,Tayc,Chocolat Fraise (feat. Dadju),song,2022,SUSPEITA,"Dadju/Tayc plausível, não confirmo Chocolat Fraise",,
3918,Aya Nakamura,Gims,Made in France,song,2022,SUSPEITA,Aya/Gims não confirmo faixa Made in France,,
3919,Aya Nakamura,Kaaris,Made in France,song,2022,SUSPEITA,"mesmo título Made in France, par Aya/Kaaris incerto",,
3920,Abou Debeing,Dadju,Amani (feat. Abou Debeing),song,2021,SUSPEITA,"Abou Debeing/Dadju plausível, incerto",,
3921,Nemir,Chilla,Mme la présidente,song,2016,SUSPEITA,Nemir/Chilla não confirmo faixa,,
3922,MHD,Gims,Banga (feat. MHD),song,2017,SUSPEITA,"MHD/Gims plausível, não confirmo Banga",,
3925,Slimane,Vitaa,J'attends l'amour (feat. Slimane),song,2020,SUSPEITA,"Vitaa/Slimane plausível, não confirmo título",,
3926,Damso,Angèle,Nuits (feat. Angèle),song,2020,SUSPEITA,"Damso/Angèle plausível, não confirmo Nuits",,
3927,Orelsan,Stromae,Superstar (Orelsan feat. Stromae),song,2021,SUSPEITA,"Orelsan/Stromae plausível, não confirmo Superstar",,
3928,Black M,Lefa,Même si (feat. Lefa),song,2016,SUSPEITA,"Black M/Lefa plausível, não confirmo Même si",,
3929,Soolking,Awa Imani,Chocolat (feat. Awa Imani),song,2019,SUSPEITA,Soolking/Awa Imani não confirmo Chocolat,,
3933,Capital Bra,Loredana,Prinzessa,song,2018,SUSPEITA,Capital Bra/Loredana Prinzessa não confirmo,,
3935,Capital Bra,Shirin David,Alle News,song,2019,SUSPEITA,Capital Bra/Shirin David não confirmo Alle News,,
3936,Capital Bra,RAF Camora,Benzema,song,2019,SUSPEITA,Benzema atribuído a Capital Bra/RAF Camora incerto,,
3937,Capital Bra,Bonez MC,Benzema,song,2019,SUSPEITA,Benzema com Bonez MC não confirmo,,
3938,Capital Bra,Luciano,So viele Jahre,song,2019,SUSPEITA,"Capital Bra/Luciano plausível, não confirmo título",,
3939,Capital Bra,Samra,Geschwister,song,2019,SUSPEITA,Geschwister com Samra não confirmo,,
3940,Capital Bra,SSIO,Geschwister,song,2019,SUSPEITA,Geschwister com SSIO não confirmo,,
3942,Capital Bra,Eno,Gib Mir,song,2020,SUSPEITA,"Capital Bra/Eno plausível, não confirmo Gib Mir",,
3943,Capital Bra,Farid Bang,Capi & Fari,song,2021,SUSPEITA,"título genérico 'Capi & Fari', não confirmo",,
3945,Kollegah,Farid Bang,Imperator,song,2018,SUSPEITA,"Imperator atribuído à dupla, não confirmo single",,
3946,Kollegah,Farid Bang,Fanpost,song,2013,SUSPEITA,Fanpost não confirmo faixa específica,,
3947,Kollegah,Farid Bang,Sturmmaske auf,song,2013,SUSPEITA,Sturmmaske auf não confirmo título exato,,
3949,Bushido,Sido,Grau,song,2007,SUSPEITA,"Bushido/Sido 'Grau' plausível, não confirmo",,
3950,Sido,Mark Forster,Das Beste kommt noch,song,2013,SUSPEITA,Sido/Mark Forster 'Das Beste kommt noch' ano incerto,,
3953,Bushido,Gzuz,Geldschein,song,2015,SUSPEITA,"Bushido/Gzuz plausível, não confirmo Geldschein",,
3955,Bonez MC,RAF Camora,Unter Druck,album,2015,SUSPEITA,Bonez/RAF 'Unter Druck' atribuído como álbum incerto,,
3956,Bonez MC,RAF Camora,Palmen aus Plastik,album,2016,SUSPEITA,"near_dup com 3957, possível duplicata",,near_dup_pair3957
3958,Bonez MC,RAF Camora,Blackout,album,2019,SUSPEITA,Bonez/RAF 'Blackout' não confirmo álbum conjunto,,
3959,Bonez MC,RAF Camora,Kein Limit,song,2016,SUSPEITA,Bonez/RAF 'Kein Limit' não confirmo faixa,,
3961,Bonez MC,RAF Camora,High,song,2019,SUSPEITA,dueto real mas título incerto,,
3962,Gzuz,Bonez MC,Frisch,song,2017,SUSPEITA,ambos do 187 mas faixa não confirmada,,
3964,Gzuz,Capital Bra,Stempel,song,2021,SUSPEITA,colaboração não confirmada de memória,,
3965,Bonez MC,Gzuz,187 Straßenbande,album,2015,SUSPEITA,"187 Straßenbande é nome do coletivo, não dueto",,
3966,Bonez MC,sa4,187 Straßenbande,album,2015,SUSPEITA,"álbum do coletivo, atribuição como dueto duvidosa",,
3967,Ufo361,Capital Bra,Blyat,song,2017,SUSPEITA,faixa não confirmada de memória,,
3968,Ufo361,Samra,Wolken,song,2019,SUSPEITA,colaboração não confirmada,,
3969,Apache 207,Luciano,Komm schon,song,2019,SUSPEITA,colaboração não confirmada,,
3970,Apache 207,Shirin David,Team,song,2020,SUSPEITA,colaboração não confirmada,,
3971,Apache 207,Capital Bra,Zenit,song,2021,SUSPEITA,colaboração não confirmada,,
3973,Luciano,Summer Cem,Shisha Bar,song,2017,SUSPEITA,colaboração não confirmada,,
3974,Luciano,Nimo,Bibi,song,2018,SUSPEITA,colaboração não confirmada,,
3975,Luciano,Capital Bra,Tilidin Tilidin,song,2020,SUSPEITA,'Tilidin' é Capital Bra×Samra; atribuição duvidosa,,
3976,Shirin David,Loredana,Ja natürlich,song,2019,SUSPEITA,colaboração não confirmada,,
3977,Shirin David,Mero,Choking,song,2020,SUSPEITA,colaboração não confirmada,,
3978,Loredana,Mozzik,MILF,song,2020,SUSPEITA,casal colaborava mas título incerto,,
3979,Loredana,Azet,Sido Caro,song,2018,SUSPEITA,colaboração não confirmada,,
3980,Mero,Loredana,Küss mich,song,2019,SUSPEITA,colaboração não confirmada,,
3981,Samra,Mozzik,Hobby,song,2018,SUSPEITA,colaboração não confirmada,,
3982,Samra,Azet,Kompa,song,2019,SUSPEITA,colaboração não confirmada,,
3983,Summer Cem,Kollegah,High wie nie,song,2013,SUSPEITA,colaboração não confirmada,,
3984,Eno,Samra,Mein Block,song,2017,SUSPEITA,colaboração não confirmada,,
3985,Eno,Capital Bra,Stufe 1,song,2018,SUSPEITA,colaboração não confirmada,,
3986,Kontra K,Kollegah,Korinthenkacker,song,2016,SUSPEITA,colaboração não confirmada,,
3988,Casper,Marteria,Alles muss glänzen,song,2017,SUSPEITA,faixa não confirmada de memória,,
3989,Marteria,C.R.O,Grauer Beton,song,2018,SUSPEITA,colaboração não confirmada,,
3990,C.R.O,Marteria,Kein Stress,song,2017,SUSPEITA,colaboração não confirmada,,
3991,C.R.O,Samy Deluxe,Sugar Man,song,2015,SUSPEITA,colaboração não confirmada,,
3993,Haftbefehl,Casper,Chabos,song,2013,SUSPEITA,'Chabos' é solo de Haftbefehl; feature de Casper duvidoso,,
3994,PA Sports,RAF Camora,Ok Ok,song,2018,SUSPEITA,colaboração não confirmada,,
3995,PA Sports,Samra,Schwarz und Rot,song,2019,SUSPEITA,colaboração não confirmada,,
3996,PA Sports,Azet,Drippin,song,2020,SUSPEITA,colaboração não confirmada,,
3997,PA Sports,Mozzik,Drippin,song,2020,SUSPEITA,"mesmo título 'Drippin' do item anterior, possível confusão",,
3998,Shindy,Capital Bra,Beluga,song,2018,SUSPEITA,colaboração não confirmada,,
3999,Shindy,Ufo361,NWA,song,2017,SUSPEITA,'NWA' associado a Shindy×Bushido; atribuição duvidosa,,
4000,Kool Savas,Kollegah,Silber,song,2014,SUSPEITA,colaboração não confirmada,,
4001,Samy Deluxe,Jan Delay,Asozialer Aufstieg,song,2009,SUSPEITA,colaboração não confirmada,,
4002,Robin Schulz,Jasmine Thompson,Beautiful,song,2017,SUSPEITA,título não confirmado de memória,,
4004,Robin Schulz,franc_moody,Sugar,song,2015,SUSPEITA,"'Sugar' real é com Francesco Yates, não franc_moody",,
4009,Robin Schulz,rico_and_miella,The Game,song,2016,SUSPEITA,colaboração não confirmada,,
4010,Robin Schulz,Alle Farben,Woki mit deim Popo,song,2016,SUSPEITA,colaboração não confirmada,,
4011,Zedd,Sia,Alive,song,2015,SUSPEITA,Zedd×Sia 'Alive' não confirmado de memória,,
4012,Alle Farben,rhodes_uk,Lost in the Melody,song,2018,SUSPEITA,colaboração não confirmada,,
4013,Alle Farben,rhodes_uk,Please Tell Rosie,song,2020,SUSPEITA,'Please Tell Rosie' parece solo de Alle Farben,,
4014,Alle Farben,rhodes_uk,Hands On Heart,song,2016,SUSPEITA,colaboração não confirmada,,
4015,Felix Jaehn,Jasmine Thompson,Ommph,song,2015,SUSPEITA,título 'Ommph' não confirmado,,
4017,Felix Jaehn,Ina Wroldsen,I Don't Care,song,2014,SUSPEITA,colaboração não confirmada,,
4018,Felix Jaehn,freddy_verano,Shine,song,2018,SUSPEITA,colaboração não confirmada,,
4019,Nico Santos,Lena,Cool,song,2018,SUSPEITA,colaboração não confirmada,,
4020,Nico Santos,Lena,Safe,song,2019,SUSPEITA,colaboração não confirmada,,
4021,Nico Santos,Alle Farben,Motorway,song,2020,SUSPEITA,colaboração não confirmada,,
4022,Lost Frequencies,James Blunt,Where Do You Go,song,2019,SUSPEITA,"o single real é 'Melody', este título incerto",,
4023,Lost Frequencies,Fiora,What Is Love 2016,song,2016,SUSPEITA,colaboração não confirmada,,
4025,Regard,Tones and I,Signals,song,2021,SUSPEITA,colaboração não confirmada,,
4028,Regard,nina_nesbitt,Secrets,song,2020,SUSPEITA,colaboração não confirmada,,
4029,Alan Walker,Iselin Solheim,Alone,song,2016,SUSPEITA,vocais de 'Alone' geralmente atribuídos a Noonie Bao,,
4031,Alan Walker,Noah Cyrus,All Falls Down,song,2017,SUSPEITA,possível duplicata (dup_of_3479),,dup_of_3479
4037,Kygo,Parson James,Firestone,song,2014,SUSPEITA,"'Firestone' é feat. Conrad Sewell, não Parson James",,
4040,Kygo,Sandro Cavazza,With Friends Like These,song,2017,SUSPEITA,colaboração não confirmada,,
4042,Kygo,valerie_broussard,Think About You,song,2020,SUSPEITA,colaboração não confirmada,,
4044,Avicii,Adam Lambert,X You,song,2013,SUSPEITA,colaboração não confirmada,,
4046,Avicii,salem_al_fakir,Silhouettes,song,2012,SUSPEITA,coautoria plausível mas não confirmada como dueto,,
4047,Zara Larsson,Tinie Tempah,Superlove,song,2016,SUSPEITA,colaboração não confirmada,,
4050,Zara Larsson,David Guetta,Sun & Lightning,song,2021,SUSPEITA,colaboração não confirmada de memória,,
4051,mo,Diplo,Walk on the Wild Side,song,2014,SUSPEITA,"MO e Diplo colaboraram, este título não confirmo",,
4052,mo,Dua Lipa,New Friend,song,2017,SUSPEITA,"1ºpasse=inválida, web=incerto → rebaixada p/ suspeita: não existe single MO x Dua Lipa 'New Friend'","Spotify/Wikipedia: nenhum single MØ x Dua Lipa 'New Friend' encontrado, evidência inconclusiva",
4053,Tove Lo,Kygo,Hey You Got Drugs?,song,2015,SUSPEITA,"Tove Lo e Kygo plausível, título não confirmado",,
4056,Martin Garrix,Khalid,Hero,song,2021,SUSPEITA,'Hero' de Garrix é com JVKE; com Khalid não confirmo,,
4061,Armin van Buuren,Sharon den Adel,One More Day,song,2007,SUSPEITA,"Armin e Sharon den Adel colaboraram, título incerto",,
4063,Armin van Buuren,jacqueline_govaert,Turned to Dust,song,2016,SUSPEITA,"Armin com Jacqueline Govaert plausível, título incerto",,
4064,Tiësto,dzeko,Red Blue,song,2018,SUSPEITA,"Tiësto e Dzeko colaboraram, este título incerto",,
4065,Tiësto,Hardwell,Heartbeat,song,2011,SUSPEITA,Tiësto x Hardwell 'Zero 76' existe; 'Heartbeat' não confirmo,,
4068,Tiësto,Aloe Blacc,Wake Me Up,song,2020,SUSPEITA,'Wake Me Up' é de Avicii/Aloe Blacc; Tiësto incerto,,
4069,Hardwell,Jasmine Thompson,Dare You,song,2014,SUSPEITA,"Hardwell 'Dare You' é ft Matthew Koma, não Jasmine Thompson",,
4072,Hardwell,kaaze,Painkiller,song,2018,SUSPEITA,"Hardwell e KAAZE colaboraram, 'Painkiller' incerto",,
4073,Angèle,Roméo Elvis,Tout oublier,song,2017,SUSPEITA,possível duplicata (dup_of_3655),,dup_of_3655
4074,Oliver Heldens,Dua Lipa,Sanctuary,song,2022,SUSPEITA,colaboração não confirmada de memória,,
4078,Topic,A7S,Your Love,song,2021,SUSPEITA,"Topic e A7S colaboraram, 'Your Love' não confirmo",,
4079,Topic,Lukas Graham,Crave,song,2021,SUSPEITA,colaboração Topic x Lukas Graham não confirmo,,
4080,Topic,ally_brooke,Satellite,song,2018,SUSPEITA,Topic ft Ally Brooke é 'Perfect'; 'Satellite' incerto,,
4081,Lena,Wincent Weiss,Boulevard of Broken Dreams,song,2022,SUSPEITA,colaboração não confirmada de memória,,
4082,Mark Forster,Lena,Wie oft,song,2020,SUSPEITA,"Mark Forster e Lena plausível, título não confirmo",,
4083,Mark Forster,LEA,Bist du Okay,song,2022,SUSPEITA,colaboração não confirmada de memória,,
4085,Wincent Weiss,Max Giesinger,Nicht Mehr,song,2021,SUSPEITA,"Wincent Weiss e Max Giesinger plausível, título incerto",,
4086,Max Giesinger,Lotte,Wie ich bin,song,2019,SUSPEITA,colaboração não confirmada de memória,,
4088,Felix Jaehn,you_know_who,Back to Earth,song,2019,SUSPEITA,artista 'you_know_who' placeholder/genérico,,
4089,Felix Jaehn,Glockenbach,I Like It,song,2021,SUSPEITA,colaboração não confirmada de memória,,
4090,Felix Jaehn,Shouse,I Like It,song,2021,SUSPEITA,Shouse tem 'Love Tonight'; este pareamento incerto,,
4091,Glockenbach,Topic,Love (Walking Away),song,2022,SUSPEITA,"Glockenbach e Topic plausível, título incerto",,
4093,Capital Bra,Samra,Casanova,song,2018,SUSPEITA,"Capital Bra & Samra colaboraram, 'Casanova' não confirmo",,
4094,Capital Bra,RAF Camora,Casanova,song,2018,SUSPEITA,"Capital Bra x RAF Camora colaboraram, 'Casanova' incerto",,
4095,Capital Bra,Azet,Blue Eyes,song,2019,SUSPEITA,"Capital Bra e Azet colaboraram, 'Blue Eyes' incerto",,
4096,Kollegah,Kontra K,BHZV,song,2018,SUSPEITA,"Kollegah e Kontra K plausível, 'BHZV' incerto",,
4097,Kollegah,Shindy,Fame,song,2013,SUSPEITA,near_dup_pair4098; possível duplicata,,near_dup_pair4098
4098,Shindy,Kollegah,Frame Fame,album,2013,SUSPEITA,título 'Frame Fame' suspeito; possível duplicata,,
4099,Kollegah,Farid Bang,Urinstinkt,song,2016,SUSPEITA,'Urinstinkt' como dueto Kollegah/Farid Bang incerto,,
4100,Kontra K,LEA,Frieden,song,2017,SUSPEITA,"Kontra K e LEA plausível, 'Frieden' incerto",,
4101,Kontra K,Bushido,Wieder oben,song,2018,SUSPEITA,Kontra K x Bushido não confirmo título,,
4102,Alan Walker,Ava Max,Lost,song,2022,SUSPEITA,Alan Walker x Ava Max 'Lost' não confirmo,,
4103,Alan Walker,Zara Larsson,Do It All Again,song,2022,SUSPEITA,colaboração Alan Walker x Zara Larsson não confirmo,,
4105,C.R.O,Alle Farben,Laufen,song,2014,SUSPEITA,C.R.O e Alle Farben pareamento incerto,,
4106,Casper,C.R.O,Bye Bye,song,2014,SUSPEITA,"Casper e C.R.O plausível, título incerto",,
4107,Casper,Marteria,Nein Nein Nein,song,2017,SUSPEITA,Casper x Marteria 'Nein Nein Nein' não confirmo,,
4108,Marteria,Casper,Aliens,song,2018,SUSPEITA,Marteria & Casper 'Aliens' incerto,,
4110,matt_simons,Kygo,Catch & Release,song,2015,SUSPEITA,'Catch & Release' é de Matt Simons (Deepend remix); pareamento Kygo incerto,,
4112,Avicii,Macklemore,Silk & Stone,song,2019,SUSPEITA,Avicii x Macklemore não confirmo,,
4113,Avicii,Nile Rodgers,Poor Fool,song,2019,SUSPEITA,"Avicii e Nile Rodgers colaboraram, título incerto",,
4114,Avicii,Vargas & Lagola,Peace of Mind,song,2019,SUSPEITA,"Vargas & Lagola co-autores de Avicii, título-faixa incerto",,
