i,a,b,title,type,year,final,motivo,evidencia,flags
6889,DJ Khaled,Lil Wayne,Every Chance I Get,song,2021,INVALIDA_CONFIRMADA,"Every Chance I Get tem Lil Baby/Durk, não Lil Wayne","'Every Chance I Get' 2021 traz Lil Baby & Lil Durk, não Lil Wayne (Wikipedia/Spotify)",
6890,DJ Khaled,Rick Ross,Every Chance I Get,song,2021,INVALIDA_CONFIRMADA,Every Chance I Get não tem Rick Ross,'Every Chance I Get' traz apenas Lil Baby & Lil Durk; sem Rick Ross (Wikipedia/Spotify),
6895,DJ Khaled,Post Malone,Top Off,song,2019,INVALIDA_CONFIRMADA,"Top Off tem Jay-Z/Future/Beyoncé, não Post Malone","'Top Off' traz Jay-Z, Future & Beyoncé; sem Post Malone (Wikipedia/Discogs/Grammy.com)",
6896,DJ Khaled,Cardi B,Top Off,song,2019,INVALIDA_CONFIRMADA,Top Off não tem Cardi B,"'Top Off' traz Jay-Z, Future & Beyoncé; sem Cardi B (Wikipedia/Spotify)",
6897,DJ Khaled,21 Savage,Top Off,song,2019,INVALIDA_CONFIRMADA,Top Off não tem 21 Savage,"'Top Off' traz Jay-Z, Future & Beyoncé; sem 21 Savage (Wikipedia/Spotify)",
6898,DJ Khaled,Nicki Minaj,Top Off,song,2019,INVALIDA_CONFIRMADA,Top Off não tem Nicki Minaj,"'Top Off' traz Jay-Z, Future & Beyoncé; sem Nicki Minaj (Wikipedia/Spotify)",
6899,DJ Khaled,Travis Scott,Top Off,song,2019,INVALIDA_CONFIRMADA,Top Off não tem Travis Scott,"'Top Off' traz Jay-Z, Future & Beyoncé; sem Travis Scott (Wikipedia/Spotify)",
6900,DJ Khaled,Nicki Minaj,Suffering from Success,song,2013,INVALIDA_CONFIRMADA,"Suffering from Success título de álbum, não tem Nicki nessa faixa-título","Faixa-título 'Suffering from Success' traz Ace Hood & Future, não Nicki Minaj (Wikipedia/hiphopsince1987)",
6904,DJ Khaled,Jay-Z,Higher,song,2019,INVALIDA_CONFIRMADA,"Higher tem Nipsey Hussle e John Legend, não Jay-Z",'Higher' 2019 traz Nipsey Hussle & John Legend; sem Jay-Z (Wikipedia/Spotify/NPR),
6910,Cardi B,J. Cole,Wish Wish,song,2019,INVALIDA_CONFIRMADA,Wish Wish não tem J. Cole,"'Wish Wish' é do DJ Khaled feat. Cardi B & 21 Savage, sem J. Cole (Wikipedia/Spotify)",
6912,Cardi B,Swae Lee,Someone Like U,song,2019,INVALIDA_CONFIRMADA,título inventado entre Cardi B e Swae Lee,não existe faixa 'Someone Like U' de Cardi B com Swae Lee; nenhuma colaboração entre eles (buscas Spotify/Genius),
6913,Megan Thee Stallion,Tyga,Freak Nasty,song,2019,INVALIDA_CONFIRMADA,"Freak Nasty é solo de Megan, não com Tyga","'Freak Nasty' é solo de Megan Thee Stallion (álbum Tina Snow), sem Tyga (Spotify/IMDb)",
6914,Megan Thee Stallion,Lil Durk,Pressurelicious,song,2022,INVALIDA_CONFIRMADA,"Pressurelicious é com Future, não Lil Durk","'Pressurelicious' de Megan é feat. Future, não Lil Durk (Wikipedia/Spotify)",
6920,Nicki Minaj,Lil Wayne,a milli (Remix),song,2010,INVALIDA_CONFIRMADA,A Milli é faixa solo de Lil Wayne,"remix oficial de 'A Milli' é o 'Freemix' solo de Lil Wayne, sem Nicki Minaj (Wikipedia)",
6921,Nicki Minaj,Post Malone,Rich Sex,song,2018,INVALIDA_CONFIRMADA,"Rich Sex de Nicki é com Lil Wayne, não Post Malone","'Rich Sex' de Nicki Minaj é feat. Lil Wayne, não Post Malone (Wikipedia/Spotify)",
6927,Jack Harlow,Lil Wayne,Nail Tech,song,2022,INVALIDA_CONFIRMADA,"Nail Tech é single solo de Jack Harlow, sem Lil Wayne","'Nail Tech' é solo de Jack Harlow; Lil Wayne está em 'Poison', não em Nail Tech (Wikipedia/Variety)",
6929,Jack Harlow,Justin Timberlake,What's Up (Feat. Lil Baby),song,2022,INVALIDA_CONFIRMADA,"faixa de Jack Harlow feat Lil Baby, não Justin Timberlake",álbum de Jack Harlow tem 'Parent Trap' feat. Justin Timberlake; não existe 'What's Up feat. Lil Baby' (Rolling Stone/Wikipedia),
6930,Jack Harlow,Lil Wayne,Common Ground,song,2022,INVALIDA_CONFIRMADA,sem faixa 'Common Ground' de Jack Harlow com Lil Wayne,"Wikipedia (Jackman): 'Common Ground' é faixa solo de Jack Harlow, álbum sem features; não Lil Wayne",
6931,Jack Harlow,Lil Baby,Common Ground,song,2022,INVALIDA_CONFIRMADA,sem faixa 'Common Ground' de Jack Harlow com Lil Baby,"Wikipedia (Jackman): 'Common Ground' é solo de Jack Harlow, álbum sem features; não Lil Baby",
6945,J. Cole,Kendrick Lamar,All the Stars (Remix),song,2018,INVALIDA_CONFIRMADA,"All the Stars é Kendrick com SZA, sem remix com J. Cole",Wikipedia: 'All the Stars' é Kendrick Lamar × SZA; não há remix oficial com J. Cole,
6946,J. Cole,Drake,All the Stars (Remix),song,2018,INVALIDA_CONFIRMADA,All the Stars não tem remix com Drake,Wikipedia: 'All the Stars' é Kendrick Lamar × SZA; não há remix oficial com Drake,
6952,ASAP Rocky,Kanye West,Phone Home,song,2019,INVALIDA_CONFIRMADA,sem faixa 'Phone Home' de ASAP Rocky com Kanye,"Wikipedia/YouTube: colab real Rocky+Kanye é 'Jukebox Joints', não existe 'Phone Home'",
6954,ASAP Rocky,Lil Wayne,Electric Body,song,2015,INVALIDA_CONFIRMADA,Electric Body não tem Lil Wayne,"WhoSampled/Wikipedia: 'Electric Body' feat. ScHoolboy Q, não Lil Wayne",
6971,Pusha T,Rick Ross,Drug Dealers Anonymous,song,2016,INVALIDA_CONFIRMADA,"Drug Dealers Anonymous é com Jay-Z, não Rick Ross","Wikipedia/Discogs: 'Drug Dealers Anonymous' feat. Jay-Z, não Rick Ross",
6994,Lil Uzi Vert,Travis Scott,No More Parties in LA (Remix),song,2016,INVALIDA_CONFIRMADA,"No More Parties in LA é Kanye/Kendrick, sem remix com Lil Uzi",Wikipedia/WhoSampled: 'No More Parties in LA' é Kanye feat. Kendrick; sem remix com Lil Uzi,
6995,Lil Uzi Vert,21 Savage,No More Parties in LA (Remix),song,2016,INVALIDA_CONFIRMADA,No More Parties in LA sem remix com 21 Savage,Wikipedia: 'No More Parties in LA' é Kanye feat. Kendrick; sem remix com 21 Savage,
7043,Pop Smoke,Gunna,Demeanor,song,2020,INVALIDA_CONFIRMADA,"Demeanor não tem Gunna, é com Dua Lipa","'Demeanor' do Pop Smoke é com Dua Lipa, não Gunna (wikipedia/rollingstone)",
7046,Pop Smoke,Future,For the Night,song,2020,INVALIDA_CONFIRMADA,"For the Night é com Lil Baby e DaBaby, não Future","'For the Night' do Pop Smoke tem Lil Baby e DaBaby, não Future (wikipedia/songfacts)",
7056,youngboy_nba,NBA YoungBoy,"Sincerely, Kentrell",album,2021,INVALIDA_CONFIRMADA,"mesmo artista duplicado, não é colaboração","'Sincerely, Kentrell' é álbum solo do NBA YoungBoy sem participações; artistas duplicados (wikipedia)",
7068,2 Chainz,Travis Scott,MFN Right,song,2012,INVALIDA_CONFIRMADA,MFN Right não tem Travis Scott; ano errado,"'MFN Right' de 2 Chainz é solo (2016); remix com Lil Wayne, não Travis Scott; ano 2012 errado (discogs/allmusic)",
7074,Rick Ross,Future,Bag of Money,song,2012,INVALIDA_CONFIRMADA,Bag of Money não tem Future,"'Bag of Money' é do Wale c/ Rick Ross, Meek Mill e T-Pain; não tem Future (wikipedia/appleMusic)",
7075,Rick Ross,Drake,Bag of Money,song,2012,INVALIDA_CONFIRMADA,Bag of Money não tem Drake,'Bag of Money' (Wale/Rick Ross/Meek Mill/T-Pain) não tem Drake (wikipedia/appleMusic),
7087,Mustard,Travis Scott,100 Bands,song,2019,INVALIDA_CONFIRMADA,100 Bands não inclui Travis Scott,"'100 Bands' do Mustard é com Quavo, 21 Savage, YG e Meek Mill; sem Travis Scott (wikipedia/hypebeast)",
7094,Mike WiLL Made-It,Kendrick Lamar,Tequila,song,2017,INVALIDA_CONFIRMADA,Humble/Tequila não bate; Tequila não é Mike WiLL/Kendrick,"Não existe 'Tequila' de Mike WiLL/Kendrick; colabs deles são Perfect Pint, Humble, DNA (wikipedia/npr)",
7097,French Montana,Lil Baby,Best Believe,song,2021,INVALIDA_CONFIRMADA,"Best Believe de French é com Drake, não Lil Baby",Não há 'Best Believe' de French Montana; 1ª colab French+Lil Baby foi 'Okay' em 2023 (uproxx/thesource),
7098,French Montana,Future,Best Believe,song,2021,INVALIDA_CONFIRMADA,"Best Believe é com Drake, não Future","Não existe 'Best Believe' de French Montana; álbum 2021 é 'They Got Amnesia', sem Future nesse título (hiphopdx/wikipedia)",
7100,Gucci Mane,Post Malone,Pick Up the Phone,song,2016,INVALIDA_CONFIRMADA,Pick Up the Phone não tem Post Malone,'Pick Up the Phone' é de Young Thug e Travis Scott c/ Quavo; não tem Gucci Mane nem Post Malone (grokipedia),
7102,Gucci Mane,Big Sean,"Beamer, Benz, or Bentley",song,2010,INVALIDA_CONFIRMADA,"Beamer Benz Bentley é Lloyd Banks, não Gucci/Big Sean","'Beamer, Benz, or Bentley' é de Lloyd Banks feat. Juelz Santana (2010), não Gucci Mane/Big Sean (en.wikipedia.org)",
7297,DBN Gogo,Kamo Mphela,Tshwala Bam,song,2023,INVALIDA_CONFIRMADA,"Tshwala Bam é de TitoM & Yuppe, não DBN Gogo/Kamo","Wikipedia: 'Tshwala Bam' é de TitoM & Yuppe feat. S.N.E/EeQue, não DBN Gogo/Kamo Mphela",
7322,Mellow & Sleazy,Kabza De Small,John Vuli Gate,song,2020,INVALIDA_CONFIRMADA,"John Vuli Gate é de Mapara A Jazz, não Mellow&Sleazy/Kabza","AllMusic/Deezer: 'John Vuli Gate' é de Mapara A Jazz feat. Ntosh Gazi & Colano, não Mellow&Sleazy/Kabza",
7324,Mellow & Sleazy,Focalistic,Ke Star 2.0,song,2022,INVALIDA_CONFIRMADA,"Ke Star é de Focalistic/Vigro Deep, não Mellow&Sleazy",Spotify/Wikipedia: 'Ke Star' é de Focalistic feat. Vigro Deep (remix c/ Davido); não existe 'Ke Star 2.0' c/ Mellow&Sleazy,
7355,Stino Le Thwenny,Mr JazziQ,Club Controller,song,2021,INVALIDA_CONFIRMADA,"Club Controller é de TimAideo/Lady Du, não Stino/Mr JazziQ","Shazam/Spotify: 'Club Controller' é de Prince Kaybee & LaSoulMates ft TNS/Zanda Zakuza, não Stino/Mr JazziQ",
7372,TKZee,Mandoza,Shibobo,song,1999,INVALIDA_CONFIRMADA,"Shibobo é só do TKZee, não com Mandoza","Discogs/Wikipedia: 'Shibobo' é de TKZee & Benni McCarthy, não com Mandoza",
7375,Zola 7,Mandoza,Nkalakatha,song,2000,INVALIDA_CONFIRMADA,"Nkalakatha é só do Mandoza, não feat. Zola 7","Discogs/Spotify: 'Nkalakatha' (2000) é solo de Mandoza, sem Zola 7",
7396,Lava Lava,Zuchu,Tetema,song,2022,INVALIDA_CONFIRMADA,"Tetema é de Rayvanny com Diamond, não Lava Lava com Zuchu",Wikipedia/Shazam: 'Tetema' é de Rayvanny feat. Diamond Platnumz; Lava Lava e Zuchu colaboram em 'Cherie' (2025),
7443,Aya Nakamura,Gims,Pookie,song,2019,INVALIDA_CONFIRMADA,"Pookie é solo de Aya Nakamura; remix tem Lil Pump, não Gims","Discogs/Qobuz: remixes de 'Pookie' (Aya Nakamura) têm Lil Pump e Capo Plaza, não Gims",
7444,Aya Nakamura,Tayc,Jolie,song,2021,INVALIDA_CONFIRMADA,"Jolie é colaboração de Tayc, mas par com Aya Nakamura não existe","YouTube/Shazam: colaboração Tayc + Aya Nakamura é 'VA LOIN'; 'Jolie madame' de Tayc é feat. Ronisia, não Aya",
7461,Vegedream,Aya Nakamura,Ramenez la Coupe,song,2018,INVALIDA_CONFIRMADA,"Ramenez la Coupe à la Maison é solo de Vegedream, sem Aya Nakamura","Wikipedia: 'Ramenez la coupe à la maison' (2018) é single solo de Vegedream, sem Aya Nakamura",
7467,Sidiki Diabate,Dadju,Joli Bébé,song,2020,INVALIDA_CONFIRMADA,"Joli Bébé é hit solo de Naza, não de Sidiki Diabate com Dadju","Wikipedia/Shazam: 'Joli bébé' (2020) é de Naza e Niska, não Sidiki Diabaté com Dadju",
7475,Stromae,Black Coffee,Quelqu'un M'a Dit Remix,song,2022,INVALIDA_CONFIRMADA,"Quelqu'un M'a Dit é de Carla Bruni, não Stromae","Spotify/Wikipedia: 'Quelqu'un m'a dit' é canção de Carla Bruni (2002), não de Stromae; sem remix de Black Coffee",
7477,Khaled,Cheb Mami,Aicha,song,1996,INVALIDA_CONFIRMADA,"Aïcha é solo de Khaled, não feat Cheb Mami",Wikipedia/Discogs: 'Aïcha' (1996) é solo de Khaled (composta por Goldman); Cheb Mami não está na gravação original (só em remix Soolking 2025),
7572,Focalistic,Drake,Ke Star (Toronto Edit),song,2021,INVALIDA_CONFIRMADA,"edição 'Toronto Edit' fabricada, sem feat real Focalistic×Drake","Spotify/TrendyBeatz: 'Ke Star (Remix)' credita Focalistic, Davido e Vigro Deep, não Drake; sem 'Toronto Edit'",
7579,Brenda Fassie,Arthur Mafokate,Vuli Ndlela Remix,song,2001,INVALIDA_CONFIRMADA,"'Vuli Ndlela' é de Brenda Fassie sozinha, remix com Arthur fabricado","WhoSampled/Discogs: remix de 'Vuli Ndlela' (1998) produzido por Sello Twala; remixes conhecidos são Master KG/Gregor Salto, não Arthur Mafokate",
7587,Oliver Mtukudzi,Angélique Kidjo,Neria Remix,song,2008,INVALIDA_CONFIRMADA,"'Neria' é de Tuku, remix com Kidjo fabricado","zimlive.com: remix de 'Neria' foi com Ladysmith Black Mambazo, não Angélique Kidjo",
7625,Justin Bieber,DJ Khaled,I Believe,song,2018,INVALIDA_CONFIRMADA,'I Believe' não é colaboração documentada Bieber×DJ Khaled,"Wikipedia/Grammy: 'I Believe' (2018) é DJ Khaled feat. Demi Lovato, sem Justin Bieber",
7656,Future,Travis Scott,Beibs in the Trap,song,2017,INVALIDA_CONFIRMADA,"'Beibs in the Trap' tem NAV, não Future","Wikipedia/Spotify: 'Beibs in the Trap' é Travis Scott feat. NAV, não Future",
7665,Khalid,Swae Lee,Know Your Worth,song,2020,INVALIDA_CONFIRMADA,"'Know Your Worth' remix tem Davido e Tems, não Swae Lee","Wikipedia/Spotify: 'Know Your Worth' é Khalid & Disclosure (remix c/ Davido e Tems), sem Swae Lee",
7672,DJ Khaled,SZA,Higher,song,2019,INVALIDA_CONFIRMADA,"'Higher' tem Nipsey Hussle e John Legend, não SZA","Wikipedia/Spotify: 'Higher' é DJ Khaled feat. Nipsey Hussle e John Legend, não SZA",
7688,Jack Harlow,Quavo,Way Out,song,2021,INVALIDA_CONFIRMADA,"'Way Out' de Jack Harlow tem Big Sean, não Quavo","Wikipedia/Spotify: 'Way Out' é Jack Harlow feat. Big Sean, não Quavo",
7689,Calvin Harris,Pharrell Williams,Rollin,song,2016,INVALIDA_CONFIRMADA,"'Rollin' de Calvin Harris tem Future e Khalid, não Pharrell","Wikipedia/Discogs: 'Rollin' é Calvin Harris feat. Future e Khalid, não Pharrell",
7693,Juice WRLD,Lil Uzi Vert,Feline,song,2019,INVALIDA_CONFIRMADA,"'Feline' tem Polo G e Trippie Redd, não Lil Uzi Vert","Spotify/Amazon: 'Feline' é Juice WRLD com Polo G e Trippie Redd, não Lil Uzi Vert",
7699,Ty Dolla $ign,Future,Bang,song,2018,INVALIDA_CONFIRMADA,"colab Ty Dolla/Future/Swae é 'Don't Judge Me', não 'Bang'","Spotify/Discogs: colab Ty Dolla/Future/Swae é 'Don't Judge Me', não existe 'Bang'",
7700,Ty Dolla $ign,Swae Lee,Bang,song,2018,INVALIDA_CONFIRMADA,"colab Ty Dolla/Swae/Future é 'Don't Judge Me', não 'Bang'","Spotify/Discogs: colab Ty Dolla/Swae/Future é 'Don't Judge Me', não existe 'Bang'",
7701,Gorillaz,Beck,Hollywood,song,2018,INVALIDA_CONFIRMADA,"'Hollywood' do Gorillaz tem Snoop Dogg, não Beck","Wikipedia/Spotify: 'Hollywood' do Gorillaz é feat. Snoop Dogg e Jamie Principle, não Beck",
7831,Tierry,Wesley Safadão,Só Quer Vrau,feature,2018,INVALIDA_CONFIRMADA,"'Só Quer Vrau' é de MC MM/DJ RD, não Tierry com Safadão","Cifra Club/letras/Spotify: 'Só Quer Vrau' é de MC MM & DJ RD, não Tierry com Wesley Safadão",
7871,Aldair Playboy,Garota Safada,Piseiro Antigo,song,2012,INVALIDA_CONFIRMADA,Aldair Playboy não atuava em 2012; cronologia inconsistente,"Wikipedia: Aldair Playboy (nasc.1996) só iniciou carreira em 2017; em 2012 não atuava, colab com Garota Safada impossível",
7887,Léo Santana,Ivete Sangalo,Que Tiro Foi Esse,feature,2018,INVALIDA_CONFIRMADA,"'Que Tiro Foi Esse' é de Jojo Todynho, não Léo Santana feat Ivete","Wikipedia/LETRAS: 'Que Tiro Foi Esse' é single de Jojo Maronttinni (Todynho) 2017-18, não Léo Santana feat Ivete",
7890,Ximbinha,Joelma,Eletroaxé,album,2005,INVALIDA_CONFIRMADA,Ximbinha e Joelma são da Banda Calypso; álbum 'Eletroaxé' inventado,"Wikipedia (Discografia Banda Calypso): não existe álbum 'Eletroaxé'; Ximbinha e Joelma são a própria Banda Calypso (gênero calypso, não axé)",
7891,Ximbinha,Banda Calypso,Calypso e Arrocha,live,2009,INVALIDA_CONFIRMADA,Ximbinha É da Banda Calypso; colaboração consigo mesmo inventada,"Wikipedia/Archive: DVD Banda Calypso de 2009 é '10 Anos Ao Vivo Em Recife', não 'Calypso e Arrocha'; Ximbinha é membro da própria banda",
7901,Claudia Leitte,Anitta,Largadinho,song,2013,INVALIDA_CONFIRMADA,"'Largadinho' é solo de Claudia Leitte, sem Anitta","Spotify/Discogs: 'Largadinho' (2013) é de Claudia Leitte solo (versão feat. Anselmo Ralph), sem Anitta",
8035,Rastapé,Luiz Gonzaga,Pé de Serra,live,2002,INVALIDA_CONFIRMADA,"Luiz Gonzaga morreu em 1989, live 2002 impossível","Luiz Gonzaga morreu em 1989 e Rastapé só surgiu em 1999; live conjunta em 2002 impossível, sem registro (pt.wikipedia / letras.mus.br)",
8232,Jammil,Claudia Leitte,Lepo Lepo,song,2013,INVALIDA_CONFIRMADA,"Lepo Lepo é do Psirico, não Jammil com Claudia Leitte","'Lepo Lepo' é do Psirico (Márcio Victor), não Jammil com Claudia Leitte (last.fm/spotify)",
8293,Irmão do Jorel,Clarice Falcão,Mundo dos Desenhos,song,2015,INVALIDA_CONFIRMADA,"Irmão do Jorel é desenho animado, não artista musical","Fandom Irmão do Jorel: músicas do desenho compostas pelos criadores (Furlan/Chico Cuica), sem colaboração com Clarice Falcão nem faixa 'Mundo dos Desenhos'",
8294,Irmão do Jorel,Anavitória,Animação Ao Vivo,live,2016,INVALIDA_CONFIRMADA,Irmão do Jorel não é artista musical,"Fandom Irmão do Jorel: é desenho animado, não artista; sem colaboração com Anavitória",
8377,Angra,Sepultura,Metal Brasil Festival,live,2002,INVALIDA_CONFIRMADA,"festival fictício, não é colaboração documentada","evento conjunto Sepultura×Angra foi Carnaval de Salvador em 2016, não 'Metal Brasil Festival' 2002 (Blabbermouth/Ligado à Música)",
8378,Cartola,Zeca Pagodinho,Samba Clássico (Tributo),live,1999,INVALIDA_CONFIRMADA,Cartola morreu em 1980; impossível live 1999,"Cartola morreu em 1980; Zeca fez tributo cobrindo Cartola, mas live 1999 com Cartola é impossível (Gazeta do Povo)",
8380,Lukas Graham (BR),Anavitória,Acoustic Session,ep,2019,INVALIDA_CONFIRMADA,"'Lukas Graham (BR)' fictício, fabricação",'Lukas Graham (BR)' inexistente; nenhum EP acústico com Anavitória documentado (Wikipedia Lukas Graham),
8382,Lukas Graham (BR),Jovem Dionisio,Pop Novo BR,song,2022,INVALIDA_CONFIRMADA,"'Lukas Graham (BR)' fictício, fabricação",'Lukas Graham (BR)' inexistente; nenhuma colab 'Pop Novo BR' com Jovem Dionisio documentada (Wikipedia/CNN Brasil),
8384,DJ Snake,-M-,Lean On,song,2015,INVALIDA_CONFIRMADA,"Lean On é Major Lazer/DJ Snake/MØ, não -M-","'Lean On' (2015) é Major Lazer x DJ Snake feat. MØ, não -M- (Discogs/Wikipedia)",
8406,Nicky Jam,Becky G,Sin Pijama,song,2018,INVALIDA_CONFIRMADA,"Sin Pijama é Becky G & Natti Natasha, não Nicky Jam","'Sin Pijama' (2018) é Becky G & Natti Natasha, sem Nicky Jam (Wikipedia/Discogs)",
8424,Peso Pluma,Bad Bunny,Tití Me Preguntó (Remix),song,2023,INVALIDA_CONFIRMADA,Tití Me Preguntó não tem remix com Peso Pluma,Só existem remixes de fãs (SoundCloud/Bandcamp); não há remix oficial de 'Tití Me Preguntó' com Peso Pluma,
8425,Peso Pluma,Nicki Minaj,Teka,song,2023,INVALIDA_CONFIRMADA,"Teka é Peso Pluma & DJ Snake, não Nicki Minaj","RateYourMusic/Spotify: 'Teka' é DJ Snake & Peso Pluma, não Nicki Minaj",
8439,G-Dragon,Jennie,That XX,song,2012,INVALIDA_CONFIRMADA,"That XX é solo de G-Dragon, não feat Jennie","Wikipedia: 'That XX' é solo de G-Dragon; Jennie só atua no clipe, não canta",
8456,Dolly Parton,Whitney Houston,I Will Always Love You,song,1992,INVALIDA_CONFIRMADA,"I Will Always Love You é solo de Whitney, não dueto com Dolly",Wikipedia: versão de 1992 de 'I Will Always Love You' é solo de Whitney; nunca houve dueto com Dolly Parton,
8464,Kacey Musgraves,Zedd,Beautiful Noise,song,2022,INVALIDA_CONFIRMADA,"Beautiful Noise é de Zedd com Alessia Cara/Khalid, não Musgraves","Wikipedia: não existe 'Beautiful Noise' de Kacey Musgraves x Zedd; Zedd tem 'Beautiful Now' feat. Jon Bellion (2015), sem Musgraves",
8467,Morgan Wallen,Jason Aldean,Up Down,song,2017,INVALIDA_CONFIRMADA,"Up Down é de Morgan Wallen com Florida Georgia Line, não Jason Aldean","Wikipedia/Spotify: 'Up Down' (2017) é de Morgan Wallen feat. Florida Georgia Line, não Jason Aldean",
8468,Morgan Wallen,HARDY,WASTED ON YOU,song,2021,INVALIDA_CONFIRMADA,"Wasted on You é solo de Morgan Wallen, sem HARDY","Wikipedia/Billboard: 'Wasted on You' credita Wallen, Vojtesak, Ernest e Josh Thompson, sem HARDY",
8480,Tim McGraw,Taylor Swift,Tim McGraw,song,2006,INVALIDA_CONFIRMADA,"Tim McGraw é canção de Taylor Swift sobre ele, não dueto","Wikipedia: 'Tim McGraw' é single solo de Taylor Swift (2006) sobre ele, não dueto com Tim McGraw",
8514,Mano Brown,Criolo,Não Existe Amor em SP,song,2011,INVALIDA_CONFIRMADA,"Não Existe Amor em SP é de Criolo solo (2011), sem Mano Brown",Spotify/Letras: 'Não Existe Amor em SP' é composição solo de Criolo (2011); Mano Brown não consta na faixa,
8542,MC Livinho,Anitta,Funk Rave,song,2019,INVALIDA_CONFIRMADA,Funk Rave é de Anitta solo (2023); MC Livinho não é feature,"IMDb/Spotify: 'Funk Rave' é solo de Anitta (2023); MC Livinho colabora em outra faixa ('Sem Freio'), não nesta",
8564,Prince,Beyoncé,Why Don't You Love Me,song,2012,INVALIDA_CONFIRMADA,"música solo da Beyoncé, sem Prince","'Why Don't You Love Me' é solo de Beyoncé, escrito por Beyoncé/Solange/Beyincé, sem Prince (en.wikipedia.org)",
8579,Romeo Santos,Nicki Minaj,Fútbol y Rumba,song,2021,INVALIDA_CONFIRMADA,"Fútbol y Rumba é com Anuel AA, não Nicki",'Fútbol y Rumba' é de Enrique Iglesias com Anuel AA; não é de Romeo Santos nem Nicki Minaj (letras.com),
8587,Maiara & Maraisa,Henrique & Juliano,Que Tiro Foi Esse (Remix),song,2019,INVALIDA_CONFIRMADA,Que Tiro Foi Esse é da Jojo Maronttinni,"'Que Tiro Foi Esse' é de Jojo Maronttinni; sem remix de Maiara & Maraisa com Henrique & Juliano (letras.mus.br, open.spotify.com)",
8593,Pitty,Charlie Brown Jr.,Pit Bull Meets Charlie,song,2005,INVALIDA_CONFIRMADA,"título fabricado, sem registro",Nenhum registro de faixa 'Pit Bull Meets Charlie' de Pitty com Charlie Brown Jr.; título inexistente (open.spotify.com),
8651,Lauren Daigle,Hillsong United,Open Up the Heavens,song,2018,INVALIDA_CONFIRMADA,"Open Up the Heavens é do Vertical, não Daigle/Hillsong","Spotify/Wikipedia: 'Open Up the Heavens' é do Vertical Worship feat. Andi Rozier & Meredith Andrews, não Daigle/Hillsong",
8698,TobyMac,Justin Bieber,Love Never Fails,feature,2012,INVALIDA_CONFIRMADA,"TobyMac feat. Justin Bieber inexistente, fabricação",Wikipedia: 'Love Never Fails' é canção do Brandon Heath (2009); colaboração TobyMac feat. Justin Bieber inexistente,
8711,for KING & COUNTRY,Casting Crowns,Proof of Your Love,song,2014,INVALIDA_CONFIRMADA,"Proof of Your Love é for KING & COUNTRY sozinho, sem Casting Crowns","Wikipedia: 'The Proof of Your Love' é do for KING & COUNTRY (versão feat. Rebecca St. James), sem Casting Crowns",
8723,Switchfoot,Relient K,The Beautiful Letdown,live,2004,INVALIDA_CONFIRMADA,"The Beautiful Letdown é álbum solo do Switchfoot, sem Relient K","Wikipedia: 'The Beautiful Letdown' (2003) é álbum solo do Switchfoot; Relient K só participou de faixa 'Ammunition' na regravação de 2023, não 2004",
8734,Jars of Clay,Switchfoot,Flood,live,2000,INVALIDA_CONFIRMADA,'Flood' é de Jars of Clay; Switchfoot não participa dessa música,Wikipedia: 'Flood' é single de estreia de Jars of Clay (1996); Switchfoot não participa da gravação,
8749,Paul Baloche,Don Moen,Your Grace Is Enough,live,2007,INVALIDA_CONFIRMADA,"'Your Grace Is Enough' é de Matt Maher/Tomlin, não de Baloche x Moen",umcdiscipleship.org: 'Your Grace Is Enough' foi escrita por Matt Maher; não é composição/gravação de Baloche x Moen,
8754,Israel Houghton,William McDowell,I Give Myself Away,live,2013,INVALIDA_CONFIRMADA,'I Give Myself Away' é de William McDowell; Houghton não é coautor dessa,christiantoday: 'I Give Myself Away' é de William McDowell e Sam Hinn; Houghton fez cover mas não é coautor/creditado na faixa de McDowell,
8762,Mary Mary,Tasha Cobbs Leonard,Go Get It,song,2013,INVALIDA_CONFIRMADA,'Go Get It' é das Mary Mary; não é colaboração com Tasha Cobbs,Wikipedia/Discogs: single 'Go Get It' é solo das Mary Mary; Tasha Cobbs não é creditada como feature na faixa,
8764,Marvin Sapp,Fred Hammond,Never Would Have Made It,song,2007,INVALIDA_CONFIRMADA,'Never Would Have Made It' é de Marvin Sapp; não é colaboração com Fred Hammond,Discogs/CBN: 'Never Would Have Made It' é single solo de Marvin Sapp (2007); Fred Hammond não é feature na música,
8787,Jekalyn Carr,Tasha Cobbs Leonard,Greater Is Coming,song,2016,INVALIDA_CONFIRMADA,'Greater Is Coming' é de Jekalyn Carr; não é colaboração com Tasha Cobbs,Wikipedia: 'Greater Is Coming' é single de estreia solo de Jekalyn Carr; Tasha Cobbs não participa dessa faixa,
8788,Koryn Hawthorne,Lecrae,Won't He Do It,song,2017,INVALIDA_CONFIRMADA,'Won't He Do It' é de Koryn Hawthorne; não é colaboração com Lecrae,RCA Inspiration/Shazam: 'Won't He Do It' é estreia solo de Koryn Hawthorne (remix c/ Roshon Fegan); Lecrae aparece só em 'Unstoppable' (2019),
8808,Propaganda,Sho Baraka,Precious Puritans,song,2012,INVALIDA_CONFIRMADA,'Precious Puritans' é solo de Propaganda; Sho Baraka não participa,"Discogs: em 'Precious Puritans' o feature é Kevin 'K.O.' Olusola (cello); Sho Baraka aparece em outra faixa do álbum, não nessa",
