i,a,b,title,type,year,final,motivo,evidencia,flags
14511,Halsey,Travis Scott,11 Minutes,song,2019,INVALIDA_PENDENTE,"'11 Minutes' é com Travis Barker, não Travis Scott",,
14517,Meghan Trainor,Psy,Cheer Up,song,2016,INVALIDA_PENDENTE,'Cheer Up' é da TWICE; não é feat Meghan Trainor x Psy,,
14530,Normani,Ty Dolla $ign,Nicki & Normani,song,2018,INVALIDA_PENDENTE,título 'Nicki & Normani' fabricado; não é faixa real deles,,
14533,H.E.R.,Juice WRLD,Juice WRLD & H.E.R.,feature,2019,INVALIDA_PENDENTE,título 'Juice WRLD & H.E.R.' fabricado; não é faixa real,,
14558,Lana Del Rey,Sublime with Rome,Ride,song,2012,INVALIDA_PENDENTE,'Ride' é música solo de Lana Del Rey; não feat Sublime with Rome,,
14560,Avicii,Coldplay,A Sky Full of Stars,song,2014,INVALIDA_PENDENTE,"'A Sky Full of Stars' é do Coldplay, produzido por Avicii mas não feat",,
14571,Skrillex,Porter Robinson,Shelter,song,2016,INVALIDA_PENDENTE,"'Shelter' é Porter Robinson & Madeon, não envolve Skrillex",,
14613,Gunna,Roddy Ricch,Dollaz on My Head,song,2020,INVALIDA_PENDENTE,"Dollaz on My Head é Gunna/Young Thug, não Roddy Ricch",,
14623,Offset,Drake,No Heart,song,2016,INVALIDA_PENDENTE,"No Heart é 21 Savage/Metro, não Offset/Drake",,
14633,Timbaland,Ludacris,Do It Like a Dude,song,2010,INVALIDA_PENDENTE,"Do It Like a Dude é da Jessie J, não Timbaland/Ludacris",,
14634,Timbaland,SZA,I Ain't Worried (Remix),song,2022,INVALIDA_PENDENTE,I Ain't Worried é OneRepublic; remix Timbaland/SZA fabricado,,
14642,Big Sean,Chris Brown,Beware,song,2013,INVALIDA_PENDENTE,"Beware é Big Sean/Lil Wayne/Jhené, não Chris Brown",,
14652,Jack Harlow,Lil Wayne,Way Out,song,2020,INVALIDA_PENDENTE,"Way Out de Jack Harlow é com Big Sean, não Lil Wayne",,
14657,Jack Harlow,Lil Baby,Drip Hard,song,2020,INVALIDA_PENDENTE,"Drip Hard é Lil Baby/Gunna, não Jack Harlow",,
14668,Nas,Kelis,21 Questions,song,2003,INVALIDA_PENDENTE,"21 Questions é de 50 Cent/Nate Dogg, não Nas/Kelis",,
14768,BLACKPINK,Sia,The Album,feature,2020,INVALIDA_PENDENTE,"'The Album' é álbum, não feature único; título errado",,
14769,BLACKPINK,Tyga,Happy New Year,song,2018,INVALIDA_PENDENTE,BLACKPINK e Tyga não têm essa música juntos,,
14770,Jennie,Vince Staples,90s Rap (Collab),feature,2023,INVALIDA_PENDENTE,"título genérico fabricado, colab inexistente",,
14773,Jennie,Zico,Any Song (Remix),song,2020,INVALIDA_PENDENTE,'Any Song' é do Zico; remix com Jennie inexistente,,
14781,J-Hope,BTS,Dynamite,song,2020,INVALIDA_PENDENTE,"'Dynamite' é do BTS inteiro, não feat de J-Hope",,
14790,Red Hot Chili Peppers,Wu-Tang Clan,Pure Imagination (Live),live,2022,INVALIDA_PENDENTE,RHCP com Wu-Tang ao vivo é fabricação improvável,,
14791,Red Hot Chili Peppers,Elton John,True Blue,song,2022,INVALIDA_PENDENTE,RHCP com Elton John 'True Blue' inexistente,,
14793,Panic! at the Disco,Lil Wayne,I Write Sins Not Tragedies (Remix),song,2006,INVALIDA_PENDENTE,remix de Lil Wayne com Panic! inexistente,,
14794,Panic! at the Disco,Hayley Williams,Victorious (feature),feature,2016,INVALIDA_PENDENTE,'Victorious' não tem Hayley Williams,,
14796,The 1975,Taylor Swift,The 1975 (song),feature,2020,INVALIDA_PENDENTE,The 1975 com Taylor Swift feature inexistente,,
14805,Burna Boy,J. Balvin,Tu No Metes Cabra,song,2019,INVALIDA_PENDENTE,"'Tu No Metes Cabra' é de Bad Bunny, não Burna/Balvin",,
14816,Kacey Musgraves,León Larregui,Intercultural (feature),feature,2019,INVALIDA_PENDENTE,título genérico 'Intercultural' fabricado,,
14828,The Weeknd,J. Balvin,Miracle,song,2023,INVALIDA_PENDENTE,"'Miracle' é Calvin Harris/Ellie Goulding, não Weeknd/Balvin",,
14829,The Weeknd,SZA,Die for You (Remix),song,2023,INVALIDA_PENDENTE,"remix de 'Die for You' é com Ariana Grande, não SZA",,
14834,The Weeknd,Republic Records,Moth to a Flame,song,2021,INVALIDA_PENDENTE,"'Republic Records' é gravadora, não artista",,
14839,Sia,Kylie Minogue,A Sky Full of Stars,song,2013,INVALIDA_PENDENTE,"'A Sky Full of Stars' é do Coldplay, não Sia/Kylie",,
14844,Sia,LSD,Audio,song,2019,INVALIDA_PENDENTE,título 'Audio' genérico; LSD é grupo da própria Sia,,
14849,Tate McRae,Jeremy Zucker,we fell in love in october,song,2022,INVALIDA_PENDENTE,"'october' é de Jeremy Zucker/BENÉE, não Tate McRae",,
14872,Zedd,Alessia Cara,Stay the Night,song,2014,INVALIDA_PENDENTE,"'Stay the Night' é com Hailee/Hayley, não Alessia Cara",,
14883,Martin Garrix,Usher,Tremor,song,2014,INVALIDA_PENDENTE,"'Tremor' é instrumental, sem Usher",,
15573,Roddy Ricch,Luke Combs,Forever After All,song,2021,INVALIDA_PENDENTE,"Forever After All é solo de Luke Combs, sem Roddy Ricch",,
15653,Bizarrap,J. Balvin,Outro (Collab),song,2023,INVALIDA_PENDENTE,título genérico Outro Collab não é faixa real,,
15656,Marc Anthony,Will Smith,Gettin' Jiggy Wit It (Latin Remix),song,1998,INVALIDA_PENDENTE,remix latino de Will Smith com Marc Anthony inexistente,,
15657,Marc Anthony,Alejandro Fernández,Vivir Mi Vida (Remix),song,2014,INVALIDA_PENDENTE,Vivir Mi Vida remix com Alejandro Fernández inexistente,,
16341,Bad Bunny,Becky G,Volví,song,2021,INVALIDA_PENDENTE,"'Volví' é Aventura, não Becky G",,
16353,Rauw Alejandro,Rosalía,Vampire (Remix),song,2021,INVALIDA_PENDENTE,"'Vampire' é Olivia Rodrigo, Rauw/Rosalía fizeram 'Beso'",,
16374,Myke Towers,Bad Bunny,Gata Only (Remix),song,2023,INVALIDA_PENDENTE,"'Gata Only' é FloyyMenor/Cris Mj, não estes",,
16472,Green Day,Norah Jones,Love Is for Losers,song,2023,INVALIDA_PENDENTE,"Norah Jones colaborou com Billie Joe (Foreverly), não Green Day",,
16476,Hozier,Alicia Keys,In a Week (feat. Alicia Keys),song,2019,INVALIDA_PENDENTE,"original tem Karen Cowley, não Alicia Keys",,
16486,Wizkid,Starboy,Manya,song,2017,INVALIDA_PENDENTE,Starboy é o próprio alias/selo de Wizkid,,
16489,Ayra Starr,Seyi Vibez,Last Heartbreak Song,song,2023,INVALIDA_PENDENTE,"Last Heartbreak Song é com Giveon, não Seyi Vibez",,
16497,Morgan Wallen,Jason Aldean,Long Live Cowgirls (Duet),song,2022,INVALIDA_PENDENTE,"Long Live Cowgirls é com Ernest, não Aldean",,
16498,Morgan Wallen,Nelly,Wasted on You (Remix),song,2021,INVALIDA_PENDENTE,remix com Nelly não existe,,
16500,J. Balvin,Khalid,Ecuador,song,2023,INVALIDA_PENDENTE,faixa Ecuador com Khalid não existe,,
16504,Ariana Grande,Childish Gambino,Just Look Up,song,2021,INVALIDA_PENDENTE,"Just Look Up é da Ariana com Kid Cudi, não Gambino",,
16517,Justin Bieber,Blake Shelton,"10,000 Hours",song,2019,INVALIDA_PENDENTE,"10,000 Hours é do Dan + Shay, não Blake Shelton",,
16518,Shawn Mendes,Macklemore,Growing Pains,song,2017,INVALIDA_PENDENTE,colaboração inexistente,,
16520,Demi Lovato,Anitta,Mal Acostumbrado,song,2022,INVALIDA_PENDENTE,provável fabricação cross-cultural,,
16523,Demi Lovato,Iggy Pop,California Sober,song,2021,INVALIDA_PENDENTE,"California Sober é solo da Demi, sem Iggy Pop",,
16524,Demi Lovato,Sirah,Ain't Your Mama,song,2013,INVALIDA_PENDENTE,colaboração inexistente,,
16526,Demi Lovato,Kehlani,No Promises,song,2017,INVALIDA_PENDENTE,"No Promises é do Cheat Codes, não Kehlani",,
16528,Adele,Rick Rubin,30 (production),album,2021,INVALIDA_PENDENTE,"Rick Rubin produziu 21, não 30",,
16537,Doja Cat,Roddy Ricch,Streets,song,2021,INVALIDA_PENDENTE,Streets é solo da Doja Cat,,
16539,Doja Cat,Maluma,El Beso del Final,song,2022,INVALIDA_PENDENTE,colaboração inexistente,,
16548,Daniel Caesar,Raphael Saadiq,Get You,song,2017,INVALIDA_PENDENTE,"Get You tem Kali Uchis, não Raphael Saadiq",,
16552,Frank Ocean,John Mayer,Slide,song,2017,INVALIDA_PENDENTE,"Slide é do Calvin Harris com Frank e Migos, não Mayer",,
18119,Gunna,SZA,Fortnite,song,2023,INVALIDA_PENDENTE,título Fortnite improvável entre Gunna e SZA,,
18384,Wisin & Yandel,Maluma,Cuatro Babys (Yandel solo),song,2016,INVALIDA_PENDENTE,Cuatro Babys é de Maluma sem Yandel/Wisin,,
18439,Peso Pluma,Nicki Minaj,BZRP x Peso Pluma (remix feature),song,2023,INVALIDA_PENDENTE,"título confuso BZRP, feature Nicki Minaj inexistente",,
18447,Peso Pluma,Marshmello,El Hombre Que Perdio,song,2023,INVALIDA_PENDENTE,"colaboração com Marshmello, título fabricado",,
18448,Peso Pluma,El Alfa,La Jumpa,song,2023,INVALIDA_PENDENTE,"La Jumpa é Anuel/Bad Bunny, não Peso Pluma/El Alfa",,
